"state","city","datePosted","LMT_jobsPosted"
"AK","anchorage",2020-07-09,1
"AK","anchorage",2020-07-14,4
"AK","anchorage",2020-07-23,1
"AK","anchorage",2020-07-25,4
"AK","anchorage",2020-07-28,2
"AK","anchorage",2020-08-07,1
"AK","anchorage",2020-08-08,2
"AK","anchorage",2020-08-13,1
"AK","knik-fairview",2020-07-08,3
"AK","knik-fairview",2020-07-14,4
"AK","knik-fairview",2020-07-16,1
"AK","knik-fairview",2020-07-23,1
"AK","knik-fairview",2020-07-24,4
"AK","knik-fairview",2020-07-25,1
"AK","knik-fairview",2020-07-28,2
"AK","knik-fairview",2020-07-29,3
"AK","knik-fairview",2020-08-02,1
"AK","knik-fairview",2020-08-07,1
"AK","knik-fairview",2020-08-08,2
"AK","knik-fairview",2020-08-09,1
"AK","knik-fairview",2020-08-13,1
"AK","knik-fairview",2020-08-16,1
"AK","lakes",2020-07-08,3
"AK","lakes",2020-07-16,1
"AK","lakes",2020-07-23,1
"AK","lakes",2020-07-24,4
"AK","lakes",2020-07-29,3
"AK","lakes",2020-08-02,1
"AK","lakes",2020-08-08,2
"AK","lakes",2020-08-09,1
"AK","lakes",2020-08-16,1
"AK","tanaina",2020-07-08,3
"AK","tanaina",2020-07-16,1
"AK","tanaina",2020-07-23,1
"AK","tanaina",2020-07-24,4
"AK","tanaina",2020-07-29,3
"AK","tanaina",2020-08-02,1
"AK","tanaina",2020-08-08,2
"AK","tanaina",2020-08-09,1
"AK","tanaina",2020-08-16,1
"AK","wasilla",2020-07-08,3
"AK","wasilla",2020-07-16,1
"AK","wasilla",2020-07-23,1
"AK","wasilla",2020-07-24,4
"AK","wasilla",2020-07-29,3
"AK","wasilla",2020-08-02,1
"AK","wasilla",2020-08-08,2
"AK","wasilla",2020-08-09,1
"AK","wasilla",2020-08-16,1
"AL","auburn",2020-07-31,1
"AL","auburn",2020-08-06,1
"AL","birmingham",2020-07-06,2
"AL","birmingham",2020-07-22,1
"AL","birmingham",2020-07-23,4
"AL","birmingham",2020-07-24,1
"AL","birmingham",2020-07-25,1
"AL","birmingham",2020-07-26,3
"AL","birmingham",2020-07-30,1
"AL","birmingham",2020-08-01,2
"AL","birmingham",2020-08-04,2
"AL","birmingham",2020-08-05,1
"AL","decatur",2020-07-13,1
"AL","decatur",2020-07-28,2
"AL","decatur",2020-07-31,1
"AL","decatur",2020-08-05,1
"AL","decatur",2020-08-06,1
"AL","hoover",2020-07-06,2
"AL","hoover",2020-07-22,1
"AL","hoover",2020-07-23,4
"AL","hoover",2020-07-24,1
"AL","hoover",2020-07-25,1
"AL","hoover",2020-07-26,3
"AL","hoover",2020-07-30,1
"AL","hoover",2020-08-01,2
"AL","hoover",2020-08-04,2
"AL","hoover",2020-08-05,1
"AL","huntsville",2020-07-10,2
"AL","huntsville",2020-07-13,1
"AL","huntsville",2020-07-28,3
"AL","huntsville",2020-07-31,1
"AL","madison",2020-07-10,2
"AL","madison",2020-07-13,1
"AL","madison",2020-07-28,3
"AL","madison",2020-07-31,1
"AL","mobile",2020-06-23,1
"AL","mobile",2020-07-17,4
"AL","mobile",2020-07-31,3
"AL","mobile",2020-08-06,2
"AL","montgomery",2020-07-08,3
"AL","montgomery",2020-07-24,1
"AL","montgomery",2020-07-25,1
"AL","montgomery",2020-08-15,1
"AR","bentonville",2020-07-01,1
"AR","bentonville",2020-07-02,1
"AR","bentonville",2020-08-08,2
"AR","bentonville",2020-08-13,1
"AR","conway",2020-06-26,1
"AR","conway",2020-07-05,3
"AR","conway",2020-07-06,1
"AR","conway",2020-07-07,5
"AR","conway",2020-07-27,1
"AR","conway",2020-07-28,1
"AR","conway",2020-07-31,2
"AR","conway",2020-08-01,1
"AR","conway",2020-08-04,2
"AR","conway",2020-08-05,2
"AR","conway",2020-08-10,1
"AR","conway",2020-08-11,1
"AR","fayetteville",2020-07-01,1
"AR","fayetteville",2020-07-02,1
"AR","fayetteville",2020-08-08,2
"AR","fayetteville",2020-08-13,1
"AR","fort+smith",2020-07-14,1
"AR","little+rock",2020-06-26,1
"AR","little+rock",2020-07-05,3
"AR","little+rock",2020-07-06,1
"AR","little+rock",2020-07-07,5
"AR","little+rock",2020-07-27,1
"AR","little+rock",2020-07-28,1
"AR","little+rock",2020-07-29,1
"AR","little+rock",2020-07-30,1
"AR","little+rock",2020-07-31,2
"AR","little+rock",2020-08-01,1
"AR","little+rock",2020-08-04,2
"AR","little+rock",2020-08-11,1
"AR","north+little+rock",2020-06-26,1
"AR","north+little+rock",2020-07-05,3
"AR","north+little+rock",2020-07-06,1
"AR","north+little+rock",2020-07-07,5
"AR","north+little+rock",2020-07-27,1
"AR","north+little+rock",2020-07-28,1
"AR","north+little+rock",2020-07-29,1
"AR","north+little+rock",2020-07-30,1
"AR","north+little+rock",2020-07-31,2
"AR","north+little+rock",2020-08-01,1
"AR","north+little+rock",2020-08-04,2
"AR","north+little+rock",2020-08-10,1
"AR","north+little+rock",2020-08-11,1
"AR","pine+bluff",2020-06-26,1
"AR","pine+bluff",2020-07-05,2
"AR","pine+bluff",2020-07-07,2
"AR","pine+bluff",2020-07-27,1
"AR","pine+bluff",2020-07-29,1
"AR","pine+bluff",2020-07-30,1
"AR","pine+bluff",2020-07-31,1
"AR","pine+bluff",2020-08-04,1
"AR","rogers",2020-07-01,1
"AR","rogers",2020-07-02,1
"AR","rogers",2020-08-08,2
"AR","rogers",2020-08-13,1
"AR","springdale",2020-07-01,1
"AR","springdale",2020-07-02,1
"AR","springdale",2020-08-08,2
"AR","springdale",2020-08-13,1
"AZ","chandler",2020-06-22,1
"AZ","chandler",2020-06-25,1
"AZ","chandler",2020-06-26,1
"AZ","chandler",2020-06-28,2
"AZ","chandler",2020-06-29,1
"AZ","chandler",2020-07-01,1
"AZ","chandler",2020-07-02,2
"AZ","chandler",2020-07-03,1
"AZ","chandler",2020-07-05,2
"AZ","chandler",2020-07-07,2
"AZ","chandler",2020-07-09,1
"AZ","chandler",2020-07-10,1
"AZ","chandler",2020-07-11,2
"AZ","chandler",2020-07-13,1
"AZ","chandler",2020-07-14,8
"AZ","chandler",2020-07-15,1
"AZ","chandler",2020-07-17,1
"AZ","chandler",2020-07-18,3
"AZ","chandler",2020-07-20,2
"AZ","chandler",2020-07-21,4
"AZ","chandler",2020-07-22,8
"AZ","chandler",2020-07-23,13
"AZ","chandler",2020-07-24,6
"AZ","chandler",2020-07-25,6
"AZ","chandler",2020-07-28,3
"AZ","chandler",2020-07-29,3
"AZ","chandler",2020-07-30,3
"AZ","chandler",2020-07-31,2
"AZ","chandler",2020-08-01,6
"AZ","chandler",2020-08-05,1
"AZ","chandler",2020-08-06,1
"AZ","chandler",2020-08-08,4
"AZ","chandler",2020-08-09,2
"AZ","chandler",2020-08-10,2
"AZ","chandler",2020-08-11,2
"AZ","chandler",2020-08-12,1
"AZ","chandler",2020-08-13,1
"AZ","chandler",2020-08-17,1
"AZ","gilbert",2020-06-24,1
"AZ","gilbert",2020-06-26,2
"AZ","gilbert",2020-06-28,2
"AZ","gilbert",2020-06-29,1
"AZ","gilbert",2020-07-01,2
"AZ","gilbert",2020-07-02,2
"AZ","gilbert",2020-07-03,1
"AZ","gilbert",2020-07-05,3
"AZ","gilbert",2020-07-07,1
"AZ","gilbert",2020-07-09,1
"AZ","gilbert",2020-07-10,2
"AZ","gilbert",2020-07-11,2
"AZ","gilbert",2020-07-13,1
"AZ","gilbert",2020-07-14,7
"AZ","gilbert",2020-07-16,1
"AZ","gilbert",2020-07-18,3
"AZ","gilbert",2020-07-20,5
"AZ","gilbert",2020-07-21,5
"AZ","gilbert",2020-07-22,7
"AZ","gilbert",2020-07-23,10
"AZ","gilbert",2020-07-24,5
"AZ","gilbert",2020-07-25,6
"AZ","gilbert",2020-07-28,7
"AZ","gilbert",2020-07-29,2
"AZ","gilbert",2020-07-30,1
"AZ","gilbert",2020-07-31,2
"AZ","gilbert",2020-08-01,6
"AZ","gilbert",2020-08-02,2
"AZ","gilbert",2020-08-06,1
"AZ","gilbert",2020-08-08,4
"AZ","gilbert",2020-08-09,4
"AZ","gilbert",2020-08-10,3
"AZ","gilbert",2020-08-11,1
"AZ","gilbert",2020-08-12,1
"AZ","gilbert",2020-08-13,1
"AZ","gilbert",2020-08-15,1
"AZ","gilbert",2020-08-17,1
"AZ","glendale",2020-06-22,2
"AZ","glendale",2020-06-27,1
"AZ","glendale",2020-06-28,3
"AZ","glendale",2020-06-29,1
"AZ","glendale",2020-06-30,2
"AZ","glendale",2020-07-01,2
"AZ","glendale",2020-07-02,2
"AZ","glendale",2020-07-05,3
"AZ","glendale",2020-07-10,1
"AZ","glendale",2020-07-11,2
"AZ","glendale",2020-07-14,5
"AZ","glendale",2020-07-15,8
"AZ","glendale",2020-07-16,5
"AZ","glendale",2020-07-18,1
"AZ","glendale",2020-07-20,1
"AZ","glendale",2020-07-22,6
"AZ","glendale",2020-07-23,6
"AZ","glendale",2020-07-24,1
"AZ","glendale",2020-07-25,1
"AZ","glendale",2020-07-27,5
"AZ","glendale",2020-07-28,5
"AZ","glendale",2020-07-29,1
"AZ","glendale",2020-07-30,1
"AZ","glendale",2020-07-31,2
"AZ","glendale",2020-08-01,6
"AZ","glendale",2020-08-06,1
"AZ","glendale",2020-08-07,1
"AZ","glendale",2020-08-08,4
"AZ","glendale",2020-08-09,2
"AZ","glendale",2020-08-11,1
"AZ","glendale",2020-08-12,2
"AZ","glendale",2020-08-13,2
"AZ","glendale",2020-08-16,1
"AZ","glendale",2020-08-17,1
"AZ","mesa",2020-06-22,1
"AZ","mesa",2020-06-24,2
"AZ","mesa",2020-06-25,1
"AZ","mesa",2020-06-26,2
"AZ","mesa",2020-06-28,2
"AZ","mesa",2020-06-29,1
"AZ","mesa",2020-06-30,1
"AZ","mesa",2020-07-01,2
"AZ","mesa",2020-07-02,2
"AZ","mesa",2020-07-03,1
"AZ","mesa",2020-07-05,3
"AZ","mesa",2020-07-07,2
"AZ","mesa",2020-07-09,2
"AZ","mesa",2020-07-10,3
"AZ","mesa",2020-07-11,2
"AZ","mesa",2020-07-13,2
"AZ","mesa",2020-07-14,8
"AZ","mesa",2020-07-18,3
"AZ","mesa",2020-07-20,4
"AZ","mesa",2020-07-21,4
"AZ","mesa",2020-07-22,4
"AZ","mesa",2020-07-23,11
"AZ","mesa",2020-07-24,8
"AZ","mesa",2020-07-25,6
"AZ","mesa",2020-07-28,5
"AZ","mesa",2020-07-29,6
"AZ","mesa",2020-07-30,2
"AZ","mesa",2020-07-31,2
"AZ","mesa",2020-08-01,5
"AZ","mesa",2020-08-02,3
"AZ","mesa",2020-08-06,1
"AZ","mesa",2020-08-08,4
"AZ","mesa",2020-08-09,2
"AZ","mesa",2020-08-10,3
"AZ","mesa",2020-08-12,2
"AZ","mesa",2020-08-13,1
"AZ","mesa",2020-08-17,1
"AZ","peoria",2020-06-22,2
"AZ","peoria",2020-06-25,1
"AZ","peoria",2020-06-27,2
"AZ","peoria",2020-06-28,3
"AZ","peoria",2020-06-29,2
"AZ","peoria",2020-06-30,2
"AZ","peoria",2020-07-01,2
"AZ","peoria",2020-07-02,1
"AZ","peoria",2020-07-03,1
"AZ","peoria",2020-07-07,1
"AZ","peoria",2020-07-14,5
"AZ","peoria",2020-07-15,7
"AZ","peoria",2020-07-16,2
"AZ","peoria",2020-07-18,1
"AZ","peoria",2020-07-20,4
"AZ","peoria",2020-07-22,7
"AZ","peoria",2020-07-24,4
"AZ","peoria",2020-07-25,1
"AZ","peoria",2020-07-27,5
"AZ","peoria",2020-07-28,5
"AZ","peoria",2020-07-29,2
"AZ","peoria",2020-07-30,1
"AZ","peoria",2020-07-31,2
"AZ","peoria",2020-08-01,6
"AZ","peoria",2020-08-04,1
"AZ","peoria",2020-08-06,1
"AZ","peoria",2020-08-07,1
"AZ","peoria",2020-08-08,4
"AZ","peoria",2020-08-10,1
"AZ","peoria",2020-08-11,1
"AZ","peoria",2020-08-12,2
"AZ","peoria",2020-08-13,2
"AZ","peoria",2020-08-15,1
"AZ","peoria",2020-08-16,1
"AZ","peoria",2020-08-17,1
"AZ","phoenix",2020-06-22,2
"AZ","phoenix",2020-06-24,2
"AZ","phoenix",2020-06-25,1
"AZ","phoenix",2020-06-26,1
"AZ","phoenix",2020-06-27,1
"AZ","phoenix",2020-06-28,3
"AZ","phoenix",2020-06-29,1
"AZ","phoenix",2020-06-30,2
"AZ","phoenix",2020-07-01,2
"AZ","phoenix",2020-07-02,1
"AZ","phoenix",2020-07-03,1
"AZ","phoenix",2020-07-05,3
"AZ","phoenix",2020-07-07,1
"AZ","phoenix",2020-07-09,3
"AZ","phoenix",2020-07-10,2
"AZ","phoenix",2020-07-11,2
"AZ","phoenix",2020-07-14,8
"AZ","phoenix",2020-07-15,6
"AZ","phoenix",2020-07-16,4
"AZ","phoenix",2020-07-18,3
"AZ","phoenix",2020-07-20,3
"AZ","phoenix",2020-07-21,3
"AZ","phoenix",2020-07-22,3
"AZ","phoenix",2020-07-23,7
"AZ","phoenix",2020-07-24,3
"AZ","phoenix",2020-07-25,4
"AZ","phoenix",2020-07-27,4
"AZ","phoenix",2020-07-28,5
"AZ","phoenix",2020-07-29,4
"AZ","phoenix",2020-07-30,2
"AZ","phoenix",2020-07-31,1
"AZ","phoenix",2020-08-01,5
"AZ","phoenix",2020-08-06,1
"AZ","phoenix",2020-08-07,1
"AZ","phoenix",2020-08-08,6
"AZ","phoenix",2020-08-09,2
"AZ","phoenix",2020-08-10,3
"AZ","phoenix",2020-08-11,1
"AZ","phoenix",2020-08-12,3
"AZ","phoenix",2020-08-13,3
"AZ","phoenix",2020-08-15,1
"AZ","phoenix",2020-08-16,1
"AZ","phoenix",2020-08-17,1
"AZ","scottsdale",2020-06-24,2
"AZ","scottsdale",2020-06-26,1
"AZ","scottsdale",2020-06-28,2
"AZ","scottsdale",2020-06-29,1
"AZ","scottsdale",2020-06-30,1
"AZ","scottsdale",2020-07-01,2
"AZ","scottsdale",2020-07-02,2
"AZ","scottsdale",2020-07-03,1
"AZ","scottsdale",2020-07-05,2
"AZ","scottsdale",2020-07-07,2
"AZ","scottsdale",2020-07-09,2
"AZ","scottsdale",2020-07-10,1
"AZ","scottsdale",2020-07-11,2
"AZ","scottsdale",2020-07-13,1
"AZ","scottsdale",2020-07-14,6
"AZ","scottsdale",2020-07-15,4
"AZ","scottsdale",2020-07-16,5
"AZ","scottsdale",2020-07-18,3
"AZ","scottsdale",2020-07-20,4
"AZ","scottsdale",2020-07-21,3
"AZ","scottsdale",2020-07-22,6
"AZ","scottsdale",2020-07-23,11
"AZ","scottsdale",2020-07-24,5
"AZ","scottsdale",2020-07-25,6
"AZ","scottsdale",2020-07-27,2
"AZ","scottsdale",2020-07-28,6
"AZ","scottsdale",2020-07-29,6
"AZ","scottsdale",2020-07-30,3
"AZ","scottsdale",2020-07-31,4
"AZ","scottsdale",2020-08-01,6
"AZ","scottsdale",2020-08-02,1
"AZ","scottsdale",2020-08-06,1
"AZ","scottsdale",2020-08-08,4
"AZ","scottsdale",2020-08-09,3
"AZ","scottsdale",2020-08-10,3
"AZ","scottsdale",2020-08-12,3
"AZ","scottsdale",2020-08-13,2
"AZ","scottsdale",2020-08-17,1
"AZ","surprise",2020-06-27,2
"AZ","surprise",2020-06-28,3
"AZ","surprise",2020-06-30,3
"AZ","surprise",2020-07-01,1
"AZ","surprise",2020-07-02,2
"AZ","surprise",2020-07-08,1
"AZ","surprise",2020-07-14,6
"AZ","surprise",2020-07-15,7
"AZ","surprise",2020-07-16,2
"AZ","surprise",2020-07-18,1
"AZ","surprise",2020-07-20,3
"AZ","surprise",2020-07-22,2
"AZ","surprise",2020-07-25,1
"AZ","surprise",2020-07-27,5
"AZ","surprise",2020-07-28,3
"AZ","surprise",2020-07-29,5
"AZ","surprise",2020-07-30,1
"AZ","surprise",2020-07-31,1
"AZ","surprise",2020-08-01,5
"AZ","surprise",2020-08-04,1
"AZ","surprise",2020-08-07,1
"AZ","surprise",2020-08-08,2
"AZ","surprise",2020-08-09,2
"AZ","surprise",2020-08-10,1
"AZ","surprise",2020-08-12,1
"AZ","surprise",2020-08-13,1
"AZ","surprise",2020-08-16,1
"AZ","surprise",2020-08-17,1
"AZ","tempe",2020-06-22,1
"AZ","tempe",2020-06-24,2
"AZ","tempe",2020-06-25,1
"AZ","tempe",2020-06-26,1
"AZ","tempe",2020-06-28,2
"AZ","tempe",2020-06-29,1
"AZ","tempe",2020-06-30,3
"AZ","tempe",2020-07-01,3
"AZ","tempe",2020-07-02,2
"AZ","tempe",2020-07-03,1
"AZ","tempe",2020-07-05,3
"AZ","tempe",2020-07-07,2
"AZ","tempe",2020-07-09,2
"AZ","tempe",2020-07-10,2
"AZ","tempe",2020-07-11,2
"AZ","tempe",2020-07-13,2
"AZ","tempe",2020-07-14,6
"AZ","tempe",2020-07-15,2
"AZ","tempe",2020-07-16,3
"AZ","tempe",2020-07-18,3
"AZ","tempe",2020-07-20,5
"AZ","tempe",2020-07-21,5
"AZ","tempe",2020-07-22,1
"AZ","tempe",2020-07-23,9
"AZ","tempe",2020-07-24,3
"AZ","tempe",2020-07-25,6
"AZ","tempe",2020-07-28,5
"AZ","tempe",2020-07-29,4
"AZ","tempe",2020-07-30,2
"AZ","tempe",2020-07-31,4
"AZ","tempe",2020-08-01,5
"AZ","tempe",2020-08-02,2
"AZ","tempe",2020-08-06,1
"AZ","tempe",2020-08-08,3
"AZ","tempe",2020-08-09,3
"AZ","tempe",2020-08-10,3
"AZ","tempe",2020-08-11,1
"AZ","tempe",2020-08-12,3
"AZ","tempe",2020-08-13,2
"AZ","tempe",2020-08-15,1
"AZ","tempe",2020-08-17,1
"AZ","tucson",2020-06-22,1
"AZ","tucson",2020-06-23,1
"AZ","tucson",2020-06-25,1
"AZ","tucson",2020-06-28,2
"AZ","tucson",2020-07-01,1
"AZ","tucson",2020-07-08,1
"AZ","tucson",2020-07-09,1
"AZ","tucson",2020-07-14,5
"AZ","tucson",2020-07-15,1
"AZ","tucson",2020-07-16,3
"AZ","tucson",2020-07-21,3
"AZ","tucson",2020-07-22,5
"AZ","tucson",2020-07-23,3
"AZ","tucson",2020-07-24,11
"AZ","tucson",2020-07-25,1
"AZ","tucson",2020-07-27,1
"AZ","tucson",2020-07-28,2
"AZ","tucson",2020-07-30,7
"AZ","tucson",2020-07-31,2
"AZ","tucson",2020-08-01,3
"AZ","tucson",2020-08-08,1
"AZ","tucson",2020-08-11,1
"AZ","tucson",2020-08-14,1
"CA","anaheim",2020-06-23,3
"CA","anaheim",2020-06-25,2
"CA","anaheim",2020-06-26,1
"CA","anaheim",2020-06-29,2
"CA","anaheim",2020-06-30,7
"CA","anaheim",2020-07-01,7
"CA","anaheim",2020-07-02,1
"CA","anaheim",2020-07-03,1
"CA","anaheim",2020-07-04,3
"CA","anaheim",2020-07-09,4
"CA","anaheim",2020-07-10,1
"CA","anaheim",2020-07-12,4
"CA","anaheim",2020-07-13,1
"CA","anaheim",2020-07-14,1
"CA","anaheim",2020-07-15,1
"CA","anaheim",2020-07-16,2
"CA","anaheim",2020-07-19,2
"CA","anaheim",2020-07-20,1
"CA","anaheim",2020-07-22,5
"CA","anaheim",2020-07-23,3
"CA","anaheim",2020-07-24,16
"CA","anaheim",2020-07-25,2
"CA","anaheim",2020-07-27,1
"CA","anaheim",2020-07-28,3
"CA","anaheim",2020-07-29,4
"CA","anaheim",2020-07-31,7
"CA","anaheim",2020-08-01,11
"CA","anaheim",2020-08-02,1
"CA","anaheim",2020-08-05,2
"CA","anaheim",2020-08-06,1
"CA","anaheim",2020-08-08,1
"CA","anaheim",2020-08-10,2
"CA","anaheim",2020-08-12,1
"CA","anaheim",2020-08-13,3
"CA","anaheim",2020-08-14,1
"CA","anaheim",2020-08-15,1
"CA","anaheim",2020-08-16,3
"CA","bakersfield",2020-06-29,1
"CA","bakersfield",2020-06-30,1
"CA","bakersfield",2020-07-14,1
"CA","bakersfield",2020-08-06,1
"CA","bakersfield",2020-08-13,1
"CA","bakersfield",2020-08-15,1
"CA","fresno",2020-06-29,3
"CA","fresno",2020-06-30,3
"CA","fresno",2020-07-08,6
"CA","fresno",2020-08-01,2
"CA","fresno",2020-08-02,1
"CA","fresno",2020-08-05,2
"CA","fresno",2020-08-12,1
"CA","fresno",2020-08-14,3
"CA","long+beach",2020-06-22,1
"CA","long+beach",2020-06-23,4
"CA","long+beach",2020-06-25,3
"CA","long+beach",2020-06-26,1
"CA","long+beach",2020-06-27,1
"CA","long+beach",2020-06-28,3
"CA","long+beach",2020-06-29,1
"CA","long+beach",2020-06-30,8
"CA","long+beach",2020-07-01,9
"CA","long+beach",2020-07-02,4
"CA","long+beach",2020-07-04,2
"CA","long+beach",2020-07-08,4
"CA","long+beach",2020-07-10,1
"CA","long+beach",2020-07-12,4
"CA","long+beach",2020-07-14,1
"CA","long+beach",2020-07-16,4
"CA","long+beach",2020-07-19,1
"CA","long+beach",2020-07-20,2
"CA","long+beach",2020-07-21,3
"CA","long+beach",2020-07-22,5
"CA","long+beach",2020-07-23,9
"CA","long+beach",2020-07-24,7
"CA","long+beach",2020-07-25,3
"CA","long+beach",2020-07-28,3
"CA","long+beach",2020-07-29,1
"CA","long+beach",2020-07-30,1
"CA","long+beach",2020-07-31,4
"CA","long+beach",2020-08-01,12
"CA","long+beach",2020-08-02,1
"CA","long+beach",2020-08-03,2
"CA","long+beach",2020-08-05,4
"CA","long+beach",2020-08-06,1
"CA","long+beach",2020-08-08,4
"CA","long+beach",2020-08-10,2
"CA","long+beach",2020-08-11,1
"CA","long+beach",2020-08-12,3
"CA","long+beach",2020-08-13,1
"CA","long+beach",2020-08-14,1
"CA","long+beach",2020-08-15,3
"CA","long+beach",2020-08-16,1
"CA","los+angeles",2020-06-22,2
"CA","los+angeles",2020-06-23,2
"CA","los+angeles",2020-06-25,3
"CA","los+angeles",2020-06-28,2
"CA","los+angeles",2020-06-29,2
"CA","los+angeles",2020-06-30,5
"CA","los+angeles",2020-07-01,4
"CA","los+angeles",2020-07-02,7
"CA","los+angeles",2020-07-03,3
"CA","los+angeles",2020-07-04,1
"CA","los+angeles",2020-07-08,2
"CA","los+angeles",2020-07-09,3
"CA","los+angeles",2020-07-11,1
"CA","los+angeles",2020-07-12,4
"CA","los+angeles",2020-07-16,3
"CA","los+angeles",2020-07-17,2
"CA","los+angeles",2020-07-20,1
"CA","los+angeles",2020-07-21,3
"CA","los+angeles",2020-07-22,4
"CA","los+angeles",2020-07-23,5
"CA","los+angeles",2020-07-24,6
"CA","los+angeles",2020-07-27,2
"CA","los+angeles",2020-07-28,2
"CA","los+angeles",2020-07-29,2
"CA","los+angeles",2020-07-30,1
"CA","los+angeles",2020-07-31,2
"CA","los+angeles",2020-08-01,1
"CA","los+angeles",2020-08-02,1
"CA","los+angeles",2020-08-03,3
"CA","los+angeles",2020-08-04,2
"CA","los+angeles",2020-08-05,3
"CA","los+angeles",2020-08-06,1
"CA","los+angeles",2020-08-08,4
"CA","los+angeles",2020-08-10,2
"CA","los+angeles",2020-08-11,1
"CA","los+angeles",2020-08-12,3
"CA","los+angeles",2020-08-13,1
"CA","los+angeles",2020-08-14,3
"CA","los+angeles",2020-08-15,1
"CA","oakland",2020-06-23,1
"CA","oakland",2020-06-25,4
"CA","oakland",2020-06-26,1
"CA","oakland",2020-06-29,2
"CA","oakland",2020-06-30,2
"CA","oakland",2020-07-02,1
"CA","oakland",2020-07-05,3
"CA","oakland",2020-07-07,1
"CA","oakland",2020-07-11,3
"CA","oakland",2020-07-14,4
"CA","oakland",2020-07-17,1
"CA","oakland",2020-07-18,6
"CA","oakland",2020-07-27,2
"CA","oakland",2020-07-28,1
"CA","oakland",2020-07-29,2
"CA","oakland",2020-08-01,1
"CA","oakland",2020-08-07,1
"CA","oakland",2020-08-08,1
"CA","oakland",2020-08-10,1
"CA","oakland",2020-08-11,2
"CA","oakland",2020-08-12,2
"CA","oakland",2020-08-13,2
"CA","oakland",2020-08-14,1
"CA","sacramento",2020-06-21,1
"CA","sacramento",2020-06-23,1
"CA","sacramento",2020-06-25,1
"CA","sacramento",2020-06-26,1
"CA","sacramento",2020-06-30,12
"CA","sacramento",2020-07-01,1
"CA","sacramento",2020-07-04,2
"CA","sacramento",2020-07-07,2
"CA","sacramento",2020-07-08,1
"CA","sacramento",2020-07-09,3
"CA","sacramento",2020-07-10,1
"CA","sacramento",2020-07-11,2
"CA","sacramento",2020-07-17,1
"CA","sacramento",2020-07-18,1
"CA","sacramento",2020-07-23,4
"CA","sacramento",2020-07-28,3
"CA","sacramento",2020-07-29,2
"CA","sacramento",2020-08-11,1
"CA","sacramento",2020-08-13,3
"CA","sacramento",2020-08-14,5
"CA","san+diego",2020-06-24,1
"CA","san+diego",2020-06-25,1
"CA","san+diego",2020-06-26,1
"CA","san+diego",2020-06-27,1
"CA","san+diego",2020-06-28,1
"CA","san+diego",2020-06-29,1
"CA","san+diego",2020-07-02,1
"CA","san+diego",2020-07-03,4
"CA","san+diego",2020-07-06,1
"CA","san+diego",2020-07-07,3
"CA","san+diego",2020-07-08,1
"CA","san+diego",2020-07-10,2
"CA","san+diego",2020-07-12,1
"CA","san+diego",2020-07-15,1
"CA","san+diego",2020-07-17,1
"CA","san+diego",2020-07-18,7
"CA","san+diego",2020-07-19,1
"CA","san+diego",2020-07-20,2
"CA","san+diego",2020-07-22,1
"CA","san+diego",2020-07-23,3
"CA","san+diego",2020-07-24,17
"CA","san+diego",2020-07-26,1
"CA","san+diego",2020-08-01,4
"CA","san+diego",2020-08-02,3
"CA","san+diego",2020-08-03,4
"CA","san+diego",2020-08-06,2
"CA","san+diego",2020-08-10,2
"CA","san+diego",2020-08-11,1
"CA","san+diego",2020-08-12,1
"CA","san+diego",2020-08-14,1
"CA","san+diego",2020-08-15,1
"CA","san+diego",2020-08-16,1
"CA","san+diego",2020-08-17,1
"CA","san+francisco",2020-06-23,1
"CA","san+francisco",2020-06-25,1
"CA","san+francisco",2020-06-26,1
"CA","san+francisco",2020-06-29,2
"CA","san+francisco",2020-06-30,2
"CA","san+francisco",2020-07-02,2
"CA","san+francisco",2020-07-05,3
"CA","san+francisco",2020-07-07,1
"CA","san+francisco",2020-07-11,3
"CA","san+francisco",2020-07-14,4
"CA","san+francisco",2020-07-17,4
"CA","san+francisco",2020-07-27,2
"CA","san+francisco",2020-07-28,1
"CA","san+francisco",2020-07-29,2
"CA","san+francisco",2020-08-01,3
"CA","san+francisco",2020-08-07,1
"CA","san+francisco",2020-08-11,3
"CA","san+francisco",2020-08-12,1
"CA","san+francisco",2020-08-13,2
"CA","san+francisco",2020-08-14,1
"CA","san+jose",2020-06-23,1
"CA","san+jose",2020-06-25,2
"CA","san+jose",2020-06-26,1
"CA","san+jose",2020-06-28,1
"CA","san+jose",2020-07-13,3
"CA","san+jose",2020-07-18,8
"CA","san+jose",2020-07-23,2
"CA","san+jose",2020-07-27,2
"CA","san+jose",2020-07-28,1
"CA","san+jose",2020-07-29,4
"CA","san+jose",2020-07-30,3
"CA","san+jose",2020-08-04,1
"CA","san+jose",2020-08-05,2
"CA","san+jose",2020-08-06,2
"CA","san+jose",2020-08-07,1
"CA","san+jose",2020-08-10,2
"CA","san+jose",2020-08-13,2
"CA","san+jose",2020-08-14,1
"CO","arvada",2020-06-21,1
"CO","arvada",2020-06-22,2
"CO","arvada",2020-06-23,4
"CO","arvada",2020-06-24,1
"CO","arvada",2020-06-26,2
"CO","arvada",2020-06-27,1
"CO","arvada",2020-06-28,1
"CO","arvada",2020-06-30,1
"CO","arvada",2020-07-01,3
"CO","arvada",2020-07-02,5
"CO","arvada",2020-07-03,1
"CO","arvada",2020-07-07,4
"CO","arvada",2020-07-08,4
"CO","arvada",2020-07-09,1
