"city","state","price","todaysDate","MinPrice","MaxPrice","AvgPrice"
"st.-petersburg","FL","1054 - 1236","Mon Aug 10 07:13:01 2020",1054,1236,1145
"st.-petersburg","FL","1524 - 1864","Mon Aug 10 07:13:01 2020",1524,1864,1694
"st.-petersburg","FL","1505 - 1925","Mon Aug 10 07:13:01 2020",1505,1925,1715
"st.-petersburg","FL","1020","Mon Aug 10 07:13:01 2020",1020,NA,1020
"st.-petersburg","FL","1145 - 1180","Mon Aug 10 07:13:01 2020",1145,1180,1162.5
"st.-petersburg","FL","1800","Mon Aug 10 07:13:01 2020",1800,NA,1800
"st.-petersburg","FL","2650","Mon Aug 10 07:13:01 2020",2650,NA,2650
"st.-petersburg","FL","2304","Mon Aug 10 07:13:01 2020",2304,NA,2304
"st.-petersburg","FL","1769","Mon Aug 10 07:13:01 2020",1769,NA,1769
"st.-petersburg","FL","2500","Mon Aug 10 07:13:01 2020",2500,NA,2500
"st.-petersburg","FL","2612 - 3785","Mon Aug 10 07:13:01 2020",2612,3785,3198.5
"hialeah","FL","1719 - 2262","Mon Aug 10 07:13:05 2020",1719,2262,1990.5
"hialeah","FL","1575 - 1625","Mon Aug 10 07:13:05 2020",1575,1625,1600
"hialeah","FL","1990 - 2285","Mon Aug 10 07:13:05 2020",1990,2285,2137.5
"hialeah","FL","1668 - 1683","Mon Aug 10 07:13:05 2020",1668,1683,1675.5
"hialeah","FL","2195 - 3150","Mon Aug 10 07:13:05 2020",2195,3150,2672.5
"hialeah","FL","1760 - 1920","Mon Aug 10 07:13:05 2020",1760,1920,1840
"hialeah","FL","1825 - 1925","Mon Aug 10 07:13:05 2020",1825,1925,1875
"hialeah","FL","1557 - 3477","Mon Aug 10 07:13:05 2020",1557,3477,2517
"hialeah","FL","2005 - 2085","Mon Aug 10 07:13:05 2020",2005,2085,2045
"hialeah","FL","2085 - 2335","Mon Aug 10 07:13:05 2020",2085,2335,2210
"hialeah","FL","1525","Mon Aug 10 07:13:05 2020",1525,NA,1525
"hialeah","FL","1460","Mon Aug 10 07:13:05 2020",1460,NA,1460
"hialeah","FL","1730 - 2060","Mon Aug 10 07:13:05 2020",1730,2060,1895
"hialeah","FL","1720 - 1800","Mon Aug 10 07:13:05 2020",1720,1800,1760
"hialeah","FL","1675 - 1775","Mon Aug 10 07:13:05 2020",1675,1775,1725
"hialeah","FL","1575","Mon Aug 10 07:13:05 2020",1575,NA,1575
"hialeah","FL","1500","Mon Aug 10 07:13:05 2020",1500,NA,1500
"hialeah","FL","1982","Mon Aug 10 07:13:05 2020",1982,NA,1982
"hialeah","FL","2140","Mon Aug 10 07:13:05 2020",2140,NA,2140
"hialeah","FL","1650","Mon Aug 10 07:13:05 2020",1650,NA,1650
"hialeah","FL","1685","Mon Aug 10 07:13:05 2020",1685,NA,1685
"hialeah","FL","1425","Mon Aug 10 07:13:05 2020",1425,NA,1425
"hialeah","FL","1550","Mon Aug 10 07:13:05 2020",1550,NA,1550
"hialeah","FL","1800","Mon Aug 10 07:13:05 2020",1800,NA,1800
"hialeah","FL","1850 - 2215","Mon Aug 10 07:13:05 2020",1850,2215,2032.5
"port-st.-lucie","FL","1553 - 1655","Mon Aug 10 07:13:10 2020",1553,1655,1604
"port-st.-lucie","FL","1131","Mon Aug 10 07:13:10 2020",1131,NA,1131
"port-st.-lucie","FL","1350","Mon Aug 10 07:13:10 2020",1350,NA,1350
"port-st.-lucie","FL","1430 - 1729","Mon Aug 10 07:13:10 2020",1430,1729,1579.5
"port-st.-lucie","FL","1499 - 1569","Mon Aug 10 07:13:10 2020",1499,1569,1534
"port-st.-lucie","FL","1609 - 1759","Mon Aug 10 07:13:10 2020",1609,1759,1684
"port-st.-lucie","FL","1299 - 1399","Mon Aug 10 07:13:10 2020",1299,1399,1349
"port-st.-lucie","FL","1459","Mon Aug 10 07:13:10 2020",1459,NA,1459
"port-st.-lucie","FL","1536","Mon Aug 10 07:13:10 2020",1536,NA,1536
"port-st.-lucie","FL","1480 - 2376","Mon Aug 10 07:13:10 2020",1480,2376,1928
"port-st.-lucie","FL","1340 - 1430","Mon Aug 10 07:13:10 2020",1340,1430,1385
"port-st.-lucie","FL","1399","Mon Aug 10 07:13:10 2020",1399,NA,1399
"port-st.-lucie","FL","1325","Mon Aug 10 07:13:10 2020",1325,NA,1325
"port-st.-lucie","FL","1793 - 2520","Mon Aug 10 07:13:10 2020",1793,2520,2156.5
"cape-coral","FL","1485 - 2025","Mon Aug 10 07:13:15 2020",1485,2025,1755
"cape-coral","FL","1175 - 1350","Mon Aug 10 07:13:15 2020",1175,1350,1262.5
"cape-coral","FL","1435 - 1582","Mon Aug 10 07:13:15 2020",1435,1582,1508.5
"cape-coral","FL","1395 - 1495","Mon Aug 10 07:13:15 2020",1395,1495,1445
"cape-coral","FL","1449 - 1685","Mon Aug 10 07:13:15 2020",1449,1685,1567
"cape-coral","FL","1120 - 1150","Mon Aug 10 07:13:15 2020",1120,1150,1135
"cape-coral","FL","1225","Mon Aug 10 07:13:15 2020",1225,NA,1225
"cape-coral","FL","1490","Mon Aug 10 07:13:15 2020",1490,NA,1490
"cape-coral","FL","1200","Mon Aug 10 07:13:15 2020",1200,NA,1200
"cape-coral","FL","1420 - 1725","Mon Aug 10 07:13:15 2020",1420,1725,1572.5
"tallahassee","FL","609 - 619","Mon Aug 10 07:13:19 2020",609,619,614
"tallahassee","FL","799","Mon Aug 10 07:13:19 2020",799,NA,799
"tallahassee","FL","959 - 1029","Mon Aug 10 07:13:19 2020",959,1029,994
"tallahassee","FL","899","Mon Aug 10 07:13:19 2020",899,NA,899
"tallahassee","FL","1209 - 1329","Mon Aug 10 07:13:19 2020",1209,1329,1269
"tallahassee","FL","1089 - 1269","Mon Aug 10 07:13:19 2020",1089,1269,1179
"tallahassee","FL","1505 - 1570","Mon Aug 10 07:13:19 2020",1505,1570,1537.5
"tallahassee","FL","1263 - 1577","Mon Aug 10 07:13:19 2020",1263,1577,1420
"tallahassee","FL","935","Mon Aug 10 07:13:19 2020",935,NA,935
"tallahassee","FL","1139 - 1379","Mon Aug 10 07:13:19 2020",1139,1379,1259
"tallahassee","FL","435 - 1175","Mon Aug 10 07:13:19 2020",435,1175,805
"tallahassee","FL","1233 - 2178","Mon Aug 10 07:13:19 2020",1233,2178,1705.5
"tallahassee","FL","1195 - 1426","Mon Aug 10 07:13:19 2020",1195,1426,1310.5
"tallahassee","FL","999 - 1050","Mon Aug 10 07:13:19 2020",999,1050,1024.5
"tallahassee","FL","1098 - 1253","Mon Aug 10 07:13:19 2020",1098,1253,1175.5
"tallahassee","FL","593 - 1200","Mon Aug 10 07:13:19 2020",593,1200,896.5
"tallahassee","FL","1249 - 1259","Mon Aug 10 07:13:19 2020",1249,1259,1254
"tallahassee","FL","809 - 886","Mon Aug 10 07:13:19 2020",809,886,847.5
"tallahassee","FL","1215 - 1350","Mon Aug 10 07:13:19 2020",1215,1350,1282.5
"tallahassee","FL","975 - 1035","Mon Aug 10 07:13:19 2020",975,1035,1005
"tallahassee","FL","1000","Mon Aug 10 07:13:19 2020",1000,NA,1000
"tallahassee","FL","500 - 1225","Mon Aug 10 07:13:19 2020",500,1225,862.5
"tallahassee","FL","1175 - 1199","Mon Aug 10 07:13:19 2020",1175,1199,1187
"tallahassee","FL","1105 - 1160","Mon Aug 10 07:13:19 2020",1105,1160,1132.5
"tallahassee","FL","850 - 995","Mon Aug 10 07:13:19 2020",850,995,922.5
"tallahassee","FL","900","Mon Aug 10 07:13:19 2020",900,NA,900
"tallahassee","FL","829 - 875","Mon Aug 10 07:13:19 2020",829,875,852
"tallahassee","FL","1059","Mon Aug 10 07:13:19 2020",1059,NA,1059
"tallahassee","FL","1369 - 1579","Mon Aug 10 07:13:19 2020",1369,1579,1474
"tallahassee","FL","525","Mon Aug 10 07:13:19 2020",525,NA,525
"tallahassee","FL","1124 - 1154","Mon Aug 10 07:13:19 2020",1124,1154,1139
"tallahassee","FL","760 - 775","Mon Aug 10 07:13:19 2020",760,775,767.5
"tallahassee","FL","509","Mon Aug 10 07:13:19 2020",509,NA,509
"tallahassee","FL","1029","Mon Aug 10 07:13:19 2020",1029,NA,1029
"tallahassee","FL","1094","Mon Aug 10 07:13:19 2020",1094,NA,1094
"tallahassee","FL","1369 - 1639","Mon Aug 10 07:13:19 2020",1369,1639,1504
"tallahassee","FL","729 - 924","Mon Aug 10 07:13:19 2020",729,924,826.5
"tallahassee","FL","1407 - 1554","Mon Aug 10 07:13:19 2020",1407,1554,1480.5
"tallahassee","FL","1154 - 1174","Mon Aug 10 07:13:19 2020",1154,1174,1164
"tallahassee","FL","1124 - 1294","Mon Aug 10 07:13:19 2020",1124,1294,1209
"tallahassee","FL","1015 - 1065","Mon Aug 10 07:13:19 2020",1015,1065,1040
"tallahassee","FL","1122 - 1625","Mon Aug 10 07:13:19 2020",1122,1625,1373.5
"tallahassee","FL","950","Mon Aug 10 07:13:19 2020",950,NA,950
"tallahassee","FL","999 - 1058","Mon Aug 10 07:13:19 2020",999,1058,1028.5
"tallahassee","FL","1155 - 1255","Mon Aug 10 07:13:19 2020",1155,1255,1205
"tallahassee","FL","925 - 996","Mon Aug 10 07:13:19 2020",925,996,960.5
"tallahassee","FL","735","Mon Aug 10 07:13:19 2020",735,NA,735
"tallahassee","FL","1095 - 1145","Mon Aug 10 07:13:19 2020",1095,1145,1120
"tallahassee","FL","410 - 1418","Mon Aug 10 07:13:19 2020",410,1418,914
"tallahassee","FL","1210 - 1455","Mon Aug 10 07:13:19 2020",1210,1455,1332.5
"tallahassee","FL","915 - 929","Mon Aug 10 07:13:19 2020",915,929,922
"tallahassee","FL","650 - 830","Mon Aug 10 07:13:19 2020",650,830,740
"tallahassee","FL","929 - 1009","Mon Aug 10 07:13:19 2020",929,1009,969
"tallahassee","FL","869 - 1054","Mon Aug 10 07:13:19 2020",869,1054,961.5
"tallahassee","FL","969 - 1012","Mon Aug 10 07:13:19 2020",969,1012,990.5
"tallahassee","FL","879","Mon Aug 10 07:13:19 2020",879,NA,879
"tallahassee","FL","809","Mon Aug 10 07:13:19 2020",809,NA,809
"tallahassee","FL","519","Mon Aug 10 07:13:19 2020",519,NA,519
"tallahassee","FL","785","Mon Aug 10 07:13:19 2020",785,NA,785
"tallahassee","FL","940","Mon Aug 10 07:13:19 2020",940,NA,940
"tallahassee","FL","780","Mon Aug 10 07:13:19 2020",780,NA,780
"tallahassee","FL","799 - 913","Mon Aug 10 07:13:19 2020",799,913,856
"tallahassee","FL","875","Mon Aug 10 07:13:19 2020",875,NA,875
"tallahassee","FL","955","Mon Aug 10 07:13:19 2020",955,NA,955
"tallahassee","FL","835 - 925","Mon Aug 10 07:13:19 2020",835,925,880
"tallahassee","FL","999 - 1059","Mon Aug 10 07:13:19 2020",999,1059,1029
"tallahassee","FL","440","Mon Aug 10 07:13:19 2020",440,NA,440
"tallahassee","FL","563 - 579","Mon Aug 10 07:13:19 2020",563,579,571
"tallahassee","FL","1080 - 1095","Mon Aug 10 07:13:19 2020",1080,1095,1087.5
"tallahassee","FL","2300","Mon Aug 10 07:13:19 2020",2300,NA,2300
"tallahassee","FL","825","Mon Aug 10 07:13:19 2020",825,NA,825
"tallahassee","FL","1195","Mon Aug 10 07:13:19 2020",1195,NA,1195
"tallahassee","FL","792 - 965","Mon Aug 10 07:13:19 2020",792,965,878.5
"tallahassee","FL","445 - 495","Mon Aug 10 07:13:19 2020",445,495,470
"tallahassee","FL","640","Mon Aug 10 07:13:19 2020",640,NA,640
"tallahassee","FL","861 - 912","Mon Aug 10 07:13:19 2020",861,912,886.5
"tallahassee","FL","1113 - 1858","Mon Aug 10 07:13:19 2020",1113,1858,1485.5
"tallahassee","FL","900 - 935","Mon Aug 10 07:13:19 2020",900,935,917.5
"tallahassee","FL","840","Mon Aug 10 07:13:19 2020",840,NA,840
"tallahassee","FL","898","Mon Aug 10 07:13:19 2020",898,NA,898
"fort-lauderdale","FL","2125 - 2380","Mon Aug 10 07:13:23 2020",2125,2380,2252.5
"fort-lauderdale","FL","1899 - 2615","Mon Aug 10 07:13:23 2020",1899,2615,2257
"fort-lauderdale","FL","1684 - 1894","Mon Aug 10 07:13:23 2020",1684,1894,1789
"fort-lauderdale","FL","2135 - 2572","Mon Aug 10 07:13:23 2020",2135,2572,2353.5
"fort-lauderdale","FL","2087 - 3010","Mon Aug 10 07:13:23 2020",2087,3010,2548.5
"fort-lauderdale","FL","2171 - 2543","Mon Aug 10 07:13:23 2020",2171,2543,2357
"fort-lauderdale","FL","2939 - 6870","Mon Aug 10 07:13:23 2020",2939,6870,4904.5
"fort-lauderdale","FL","2600 - 3310","Mon Aug 10 07:13:23 2020",2600,3310,2955
"fort-lauderdale","FL","2724 - 5274","Mon Aug 10 07:13:23 2020",2724,5274,3999
"fort-lauderdale","FL","2945 - 9975","Mon Aug 10 07:13:23 2020",2945,9975,6460
"fort-lauderdale","FL","2510 - 3407","Mon Aug 10 07:13:23 2020",2510,3407,2958.5
"fort-lauderdale","FL","2410 - 3855","Mon Aug 10 07:13:23 2020",2410,3855,3132.5
"fort-lauderdale","FL","1917 - 2461","Mon Aug 10 07:13:23 2020",1917,2461,2189
"fort-lauderdale","FL","1832 - 2729","Mon Aug 10 07:13:23 2020",1832,2729,2280.5
"fort-lauderdale","FL","1760 - 3563","Mon Aug 10 07:13:23 2020",1760,3563,2661.5
"fort-lauderdale","FL","3883 - 6842","Mon Aug 10 07:13:23 2020",3883,6842,5362.5
"fort-lauderdale","FL","2452 - 3517","Mon Aug 10 07:13:23 2020",2452,3517,2984.5
"fort-lauderdale","FL","1538 - 2890","Mon Aug 10 07:13:23 2020",1538,2890,2214
"fort-lauderdale","FL","1841 - 2870","Mon Aug 10 07:13:23 2020",1841,2870,2355.5
"fort-lauderdale","FL","1979 - 2369","Mon Aug 10 07:13:23 2020",1979,2369,2174
"fort-lauderdale","FL","2295 - 3575","Mon Aug 10 07:13:23 2020",2295,3575,2935
"fort-lauderdale","FL","1924 - 2648","Mon Aug 10 07:13:23 2020",1924,2648,2286
"fort-lauderdale","FL","1725 - 2095","Mon Aug 10 07:13:23 2020",1725,2095,1910
"fort-lauderdale","FL","2190 - 2690","Mon Aug 10 07:13:23 2020",2190,2690,2440
"fort-lauderdale","FL","1770","Mon Aug 10 07:13:23 2020",1770,NA,1770
"fort-lauderdale","FL","2158 - 3943","Mon Aug 10 07:13:23 2020",2158,3943,3050.5
"fort-lauderdale","FL","1931 - 4109","Mon Aug 10 07:13:23 2020",1931,4109,3020
"fort-lauderdale","FL","2227 - 2715","Mon Aug 10 07:13:23 2020",2227,2715,2471
"fort-lauderdale","FL","2427 - 3232","Mon Aug 10 07:13:23 2020",2427,3232,2829.5
"fort-lauderdale","FL","2845 - 4200","Mon Aug 10 07:13:23 2020",2845,4200,3522.5
"fort-lauderdale","FL","2509 - 5240","Mon Aug 10 07:13:23 2020",2509,5240,3874.5
"fort-lauderdale","FL","8500 - 12500","Mon Aug 10 07:13:23 2020",8500,12500,10500
"fort-lauderdale","FL","1650","Mon Aug 10 07:13:23 2020",1650,NA,1650
"fort-lauderdale","FL","2100 - 2300","Mon Aug 10 07:13:23 2020",2100,2300,2200
"fort-lauderdale","FL","1849 - 2164","Mon Aug 10 07:13:23 2020",1849,2164,2006.5
"fort-lauderdale","FL","1782 - 2948","Mon Aug 10 07:13:23 2020",1782,2948,2365
"fort-lauderdale","FL","2728 - 3997","Mon Aug 10 07:13:23 2020",2728,3997,3362.5
"fort-lauderdale","FL","1035","Mon Aug 10 07:13:23 2020",1035,NA,1035
"fort-lauderdale","FL","2120 - 2325","Mon Aug 10 07:13:23 2020",2120,2325,2222.5
"fort-lauderdale","FL","1600 - 1823","Mon Aug 10 07:13:23 2020",1600,1823,1711.5
"fort-lauderdale","FL","1686 - 2998","Mon Aug 10 07:13:23 2020",1686,2998,2342
"fort-lauderdale","FL","1691 - 1871","Mon Aug 10 07:13:23 2020",1691,1871,1781
"fort-lauderdale","FL","2190 - 3109","Mon Aug 10 07:13:23 2020",2190,3109,2649.5
"fort-lauderdale","FL","1791 - 1834","Mon Aug 10 07:13:23 2020",1791,1834,1812.5
"fort-lauderdale","FL","1625 - 2604","Mon Aug 10 07:13:23 2020",1625,2604,2114.5
"fort-lauderdale","FL","1910 - 1925","Mon Aug 10 07:13:23 2020",1910,1925,1917.5
"fort-lauderdale","FL","1565 - 2201","Mon Aug 10 07:13:23 2020",1565,2201,1883
"fort-lauderdale","FL","1886 - 2246","Mon Aug 10 07:13:23 2020",1886,2246,2066
"fort-lauderdale","FL","1911 - 3147","Mon Aug 10 07:13:23 2020",1911,3147,2529
"fort-lauderdale","FL","2100 - 2450","Mon Aug 10 07:13:23 2020",2100,2450,2275
"fort-lauderdale","FL","1595 - 1695","Mon Aug 10 07:13:23 2020",1595,1695,1645
"fort-lauderdale","FL","1854 - 3225","Mon Aug 10 07:13:23 2020",1854,3225,2539.5
"fort-lauderdale","FL","2159 - 2189","Mon Aug 10 07:13:23 2020",2159,2189,2174
"fort-lauderdale","FL","1706 - 2145","Mon Aug 10 07:13:23 2020",1706,2145,1925.5
"fort-lauderdale","FL","1443 - 1493","Mon Aug 10 07:13:23 2020",1443,1493,1468
"fort-lauderdale","FL","1514 - 1764","Mon Aug 10 07:13:23 2020",1514,1764,1639
"fort-lauderdale","FL","1155 - 1255","Mon Aug 10 07:13:23 2020",1155,1255,1205
"fort-lauderdale","FL","1570 - 2422","Mon Aug 10 07:13:23 2020",1570,2422,1996
"fort-lauderdale","FL","1600 - 1699","Mon Aug 10 07:13:23 2020",1600,1699,1649.5
"fort-lauderdale","FL","1745 - 1780","Mon Aug 10 07:13:23 2020",1745,1780,1762.5
"fort-lauderdale","FL","1330 - 1760","Mon Aug 10 07:13:23 2020",1330,1760,1545
"fort-lauderdale","FL","1525 - 2706","Mon Aug 10 07:13:23 2020",1525,2706,2115.5
"fort-lauderdale","FL","1743 - 3559","Mon Aug 10 07:13:23 2020",1743,3559,2651
"fort-lauderdale","FL","1590 - 1890","Mon Aug 10 07:13:23 2020",1590,1890,1740
"fort-lauderdale","FL","1583 - 2879","Mon Aug 10 07:13:23 2020",1583,2879,2231
"fort-lauderdale","FL","1429 - 1518","Mon Aug 10 07:13:23 2020",1429,1518,1473.5
"fort-lauderdale","FL","1225 - 1530","Mon Aug 10 07:13:23 2020",1225,1530,1377.5
"fort-lauderdale","FL","2850","Mon Aug 10 07:13:23 2020",2850,NA,2850
"fort-lauderdale","FL","1350","Mon Aug 10 07:13:23 2020",1350,NA,1350
"fort-lauderdale","FL","1132","Mon Aug 10 07:13:23 2020",1132,NA,1132
"fort-lauderdale","FL","1495","Mon Aug 10 07:13:23 2020",1495,NA,1495
"fort-lauderdale","FL","2945 - 5320","Mon Aug 10 07:13:23 2020",2945,5320,4132.5
"fort-lauderdale","FL","1069 - 1111","Mon Aug 10 07:13:23 2020",1069,1111,1090
"fort-lauderdale","FL","1315 - 1445","Mon Aug 10 07:13:23 2020",1315,1445,1380
"fort-lauderdale","FL","1400","Mon Aug 10 07:13:23 2020",1400,NA,1400
"fort-lauderdale","FL","1800 - 2400","Mon Aug 10 07:13:23 2020",1800,2400,2100
"fort-lauderdale","FL","1625 - 1660","Mon Aug 10 07:13:23 2020",1625,1660,1642.5
"fort-lauderdale","FL","1525","Mon Aug 10 07:13:23 2020",1525,NA,1525
"fort-lauderdale","FL","1695 - 1740","Mon Aug 10 07:13:23 2020",1695,1740,1717.5
"fort-lauderdale","FL","1372 - 2307","Mon Aug 10 07:13:23 2020",1372,2307,1839.5
"fort-lauderdale","FL","1286 - 1733","Mon Aug 10 07:13:23 2020",1286,1733,1509.5
"fort-lauderdale","FL","1540 - 1690","Mon Aug 10 07:13:23 2020",1540,1690,1615
"fort-lauderdale","FL","1515 - 1675","Mon Aug 10 07:13:23 2020",1515,1675,1595
"fort-lauderdale","FL","1325 - 1400","Mon Aug 10 07:13:23 2020",1325,1400,1362.5
"fort-lauderdale","FL","1420 - 1570","Mon Aug 10 07:13:23 2020",1420,1570,1495
"fort-lauderdale","FL","1510","Mon Aug 10 07:13:23 2020",1510,NA,1510
"fort-lauderdale","FL","1373 - 1528","Mon Aug 10 07:13:23 2020",1373,1528,1450.5
"fort-lauderdale","FL","1250","Mon Aug 10 07:13:23 2020",1250,NA,1250
"fort-lauderdale","FL","1215 - 1251","Mon Aug 10 07:13:23 2020",1215,1251,1233
"fort-lauderdale","FL","1250 - 1390","Mon Aug 10 07:13:23 2020",1250,1390,1320
"fort-lauderdale","FL","1751 - 2873","Mon Aug 10 07:13:23 2020",1751,2873,2312
"fort-lauderdale","FL","857 - 1047","Mon Aug 10 07:13:23 2020",857,1047,952
"fort-lauderdale","FL","1021","Mon Aug 10 07:13:23 2020",1021,NA,1021
"fort-lauderdale","FL","1113 - 1600","Mon Aug 10 07:13:23 2020",1113,1600,1356.5
"fort-lauderdale","FL","1031","Mon Aug 10 07:13:23 2020",1031,NA,1031
"fort-lauderdale","FL","1066","Mon Aug 10 07:13:23 2020",1066,NA,1066
"fort-lauderdale","FL","1850","Mon Aug 10 07:13:23 2020",1850,NA,1850
"fort-lauderdale","FL","1475 - 1750","Mon Aug 10 07:13:23 2020",1475,1750,1612.5
"fort-lauderdale","FL","1715","Mon Aug 10 07:13:23 2020",1715,NA,1715
"fort-lauderdale","FL","1799","Mon Aug 10 07:13:23 2020",1799,NA,1799
"fort-lauderdale","FL","1900","Mon Aug 10 07:13:23 2020",1900,NA,1900
"fort-lauderdale","FL","2150","Mon Aug 10 07:13:23 2020",2150,NA,2150
"fort-lauderdale","FL","3000","Mon Aug 10 07:13:23 2020",3000,NA,3000
"fort-lauderdale","FL","1895","Mon Aug 10 07:13:23 2020",1895,NA,1895
"fort-lauderdale","FL","1745","Mon Aug 10 07:13:23 2020",1745,NA,1745
"fort-lauderdale","FL","2199","Mon Aug 10 07:13:23 2020",2199,NA,2199
"fort-lauderdale","FL","1450","Mon Aug 10 07:13:23 2020",1450,NA,1450
"fort-lauderdale","FL","2414","Mon Aug 10 07:13:23 2020",2414,NA,2414
"fort-lauderdale","FL","1675","Mon Aug 10 07:13:23 2020",1675,NA,1675
"fort-lauderdale","FL","1800","Mon Aug 10 07:13:23 2020",1800,NA,1800
"fort-lauderdale","FL","1825","Mon Aug 10 07:13:23 2020",1825,NA,1825
"atlanta","GA","2930 - 4810","Mon Aug 10 07:13:28 2020",2930,4810,3870
"atlanta","GA","2202 - 3144","Mon Aug 10 07:13:28 2020",2202,3144,2673
"atlanta","GA","2460 - 3505","Mon Aug 10 07:13:28 2020",2460,3505,2982.5
"atlanta","GA","2567 - 3515","Mon Aug 10 07:13:28 2020",2567,3515,3041
"atlanta","GA","2208 - 7377","Mon Aug 10 07:13:28 2020",2208,7377,4792.5
"atlanta","GA","1831 - 2303","Mon Aug 10 07:13:28 2020",1831,2303,2067
"atlanta","GA","1750 - 3710","Mon Aug 10 07:13:28 2020",1750,3710,2730
"atlanta","GA","1589 - 4541","Mon Aug 10 07:13:28 2020",1589,4541,3065
"atlanta","GA","1072 - 1435","Mon Aug 10 07:13:28 2020",1072,1435,1253.5
"atlanta","GA","1275 - 2839","Mon Aug 10 07:13:28 2020",1275,2839,2057
"atlanta","GA","2490 - 6499","Mon Aug 10 07:13:28 2020",2490,6499,4494.5
"atlanta","GA","1795 - 2000","Mon Aug 10 07:13:28 2020",1795,2000,1897.5
"atlanta","GA","1868 - 2592","Mon Aug 10 07:13:28 2020",1868,2592,2230
"atlanta","GA","2320 - 3055","Mon Aug 10 07:13:28 2020",2320,3055,2687.5
"atlanta","GA","2645 - 6895","Mon Aug 10 07:13:28 2020",2645,6895,4770
"atlanta","GA","2510 - 3255","Mon Aug 10 07:13:28 2020",2510,3255,2882.5
"atlanta","GA","1899 - 2440","Mon Aug 10 07:13:28 2020",1899,2440,2169.5
"atlanta","GA","1913 - 2072","Mon Aug 10 07:13:28 2020",1913,2072,1992.5
"atlanta","GA","2001 - 4964","Mon Aug 10 07:13:28 2020",2001,4964,3482.5
"atlanta","GA","1422 - 1930","Mon Aug 10 07:13:28 2020",1422,1930,1676
"atlanta","GA","1564 - 3881","Mon Aug 10 07:13:28 2020",1564,3881,2722.5
"atlanta","GA","1699 - 2224","Mon Aug 10 07:13:28 2020",1699,2224,1961.5
"atlanta","GA","2251 - 9506","Mon Aug 10 07:13:28 2020",2251,9506,5878.5
"atlanta","GA","2365 - 3115","Mon Aug 10 07:13:28 2020",2365,3115,2740
"atlanta","GA","1708 - 6147","Mon Aug 10 07:13:28 2020",1708,6147,3927.5
"atlanta","GA","2115 - 2950","Mon Aug 10 07:13:28 2020",2115,2950,2532.5
"atlanta","GA","3033 - 13022","Mon Aug 10 07:13:28 2020",3033,13022,8027.5
"atlanta","GA","1715 - 1989","Mon Aug 10 07:13:28 2020",1715,1989,1852
"atlanta","GA","2274 - 4106","Mon Aug 10 07:13:28 2020",2274,4106,3190
"atlanta","GA","1785 - 2735","Mon Aug 10 07:13:28 2020",1785,2735,2260
"atlanta","GA","1721 - 5127","Mon Aug 10 07:13:28 2020",1721,5127,3424
"atlanta","GA","2165 - 3520","Mon Aug 10 07:13:28 2020",2165,3520,2842.5
"atlanta","GA","1890 - 3013","Mon Aug 10 07:13:28 2020",1890,3013,2451.5
"atlanta","GA","1875 - 3689","Mon Aug 10 07:13:28 2020",1875,3689,2782
"atlanta","GA","2500 - 3150","Mon Aug 10 07:13:28 2020",2500,3150,2825
"atlanta","GA","2925 - 8965","Mon Aug 10 07:13:28 2020",2925,8965,5945
"atlanta","GA","1875 - 2980","Mon Aug 10 07:13:28 2020",1875,2980,2427.5
"atlanta","GA","2299 - 2801","Mon Aug 10 07:13:28 2020",2299,2801,2550
"atlanta","GA","2382 - 3989","Mon Aug 10 07:13:28 2020",2382,3989,3185.5
"atlanta","GA","1675 - 4265","Mon Aug 10 07:13:28 2020",1675,4265,2970
"atlanta","GA","2180 - 3825","Mon Aug 10 07:13:28 2020",2180,3825,3002.5
"atlanta","GA","1697 - 3386","Mon Aug 10 07:13:28 2020",1697,3386,2541.5
"atlanta","GA","2625 - 3762","Mon Aug 10 07:13:28 2020",2625,3762,3193.5
"atlanta","GA","2469 - 6365","Mon Aug 10 07:13:28 2020",2469,6365,4417
"atlanta","GA","2895 - 7305","Mon Aug 10 07:13:28 2020",2895,7305,5100
"atlanta","GA","2176 - 5925","Mon Aug 10 07:13:28 2020",2176,5925,4050.5
"atlanta","GA","2882 - 8205","Mon Aug 10 07:13:28 2020",2882,8205,5543.5
"atlanta","GA","1583 - 1708","Mon Aug 10 07:13:28 2020",1583,1708,1645.5
"atlanta","GA","1816 - 2261","Mon Aug 10 07:13:28 2020",1816,2261,2038.5
"atlanta","GA","1725 - 1892","Mon Aug 10 07:13:28 2020",1725,1892,1808.5
"atlanta","GA","1935 - 2499","Mon Aug 10 07:13:28 2020",1935,2499,2217
"atlanta","GA","2197 - 3200","Mon Aug 10 07:13:28 2020",2197,3200,2698.5
"atlanta","GA","2399 - 3199","Mon Aug 10 07:13:28 2020",2399,3199,2799
"atlanta","GA","2714 - 4415","Mon Aug 10 07:13:28 2020",2714,4415,3564.5
"atlanta","GA","2800 - 5068","Mon Aug 10 07:13:28 2020",2800,5068,3934
"atlanta","GA","4380 - 5537","Mon Aug 10 07:13:28 2020",4380,5537,4958.5
"atlanta","GA","1777 - 2555","Mon Aug 10 07:13:28 2020",1777,2555,2166
"atlanta","GA","2886 - 5853","Mon Aug 10 07:13:28 2020",2886,5853,4369.5
"atlanta","GA","1995 - 2725","Mon Aug 10 07:13:28 2020",1995,2725,2360
"atlanta","GA","2080 - 3320","Mon Aug 10 07:13:28 2020",2080,3320,2700
