"state","city","datePosted","security_jobsPosted"
"MO","kansas+city",2020-08-10,5
"MO","kansas+city",2020-08-11,5
"MO","kansas+city",2020-08-12,3
"MO","kansas+city",2020-08-13,1
"MO","kansas+city",2020-08-14,2
"MO","kansas+city",2020-08-15,4
"MO","kansas+city",2020-08-17,2
"MO","lee's+summit",2020-06-24,2
"MO","lee's+summit",2020-06-26,1
"MO","lee's+summit",2020-06-29,1
"MO","lee's+summit",2020-06-30,2
"MO","lee's+summit",2020-07-01,6
"MO","lee's+summit",2020-07-02,1
"MO","lee's+summit",2020-07-04,1
"MO","lee's+summit",2020-07-05,1
"MO","lee's+summit",2020-07-06,3
"MO","lee's+summit",2020-07-07,2
"MO","lee's+summit",2020-07-08,5
"MO","lee's+summit",2020-07-09,9
"MO","lee's+summit",2020-07-10,5
"MO","lee's+summit",2020-07-11,3
"MO","lee's+summit",2020-07-13,1
"MO","lee's+summit",2020-07-14,9
"MO","lee's+summit",2020-07-15,5
"MO","lee's+summit",2020-07-16,2
"MO","lee's+summit",2020-07-18,2
"MO","lee's+summit",2020-07-19,1
"MO","lee's+summit",2020-07-20,3
"MO","lee's+summit",2020-07-21,6
"MO","lee's+summit",2020-07-22,7
"MO","lee's+summit",2020-07-23,9
"MO","lee's+summit",2020-07-24,1
"MO","lee's+summit",2020-07-25,3
"MO","lee's+summit",2020-07-26,1
"MO","lee's+summit",2020-07-27,3
"MO","lee's+summit",2020-07-28,9
"MO","lee's+summit",2020-07-29,3
"MO","lee's+summit",2020-07-30,3
"MO","lee's+summit",2020-07-31,1
"MO","lee's+summit",2020-08-01,1
"MO","lee's+summit",2020-08-03,6
"MO","lee's+summit",2020-08-04,2
"MO","lee's+summit",2020-08-05,3
"MO","lee's+summit",2020-08-06,1
"MO","lee's+summit",2020-08-07,8
"MO","lee's+summit",2020-08-08,6
"MO","lee's+summit",2020-08-09,1
"MO","lee's+summit",2020-08-10,6
"MO","lee's+summit",2020-08-11,6
"MO","lee's+summit",2020-08-12,7
"MO","lee's+summit",2020-08-13,1
"MO","lee's+summit",2020-08-14,2
"MO","lee's+summit",2020-08-15,3
"MO","lee's+summit",2020-08-17,2
"MO","o'fallon",2020-06-26,1
"MO","o'fallon",2020-06-27,1
"MO","o'fallon",2020-06-28,1
"MO","o'fallon",2020-06-30,1
"MO","o'fallon",2020-07-01,5
"MO","o'fallon",2020-07-02,2
"MO","o'fallon",2020-07-05,1
"MO","o'fallon",2020-07-06,2
"MO","o'fallon",2020-07-07,3
"MO","o'fallon",2020-07-08,7
"MO","o'fallon",2020-07-09,5
"MO","o'fallon",2020-07-10,6
"MO","o'fallon",2020-07-11,1
"MO","o'fallon",2020-07-13,5
"MO","o'fallon",2020-07-14,6
"MO","o'fallon",2020-07-15,4
"MO","o'fallon",2020-07-16,6
"MO","o'fallon",2020-07-17,3
"MO","o'fallon",2020-07-18,9
"MO","o'fallon",2020-07-19,1
"MO","o'fallon",2020-07-20,2
"MO","o'fallon",2020-07-21,3
"MO","o'fallon",2020-07-22,5
"MO","o'fallon",2020-07-23,2
"MO","o'fallon",2020-07-24,5
"MO","o'fallon",2020-07-25,14
"MO","o'fallon",2020-07-26,1
"MO","o'fallon",2020-07-27,2
"MO","o'fallon",2020-07-28,2
"MO","o'fallon",2020-07-29,3
"MO","o'fallon",2020-07-30,14
"MO","o'fallon",2020-07-31,8
"MO","o'fallon",2020-08-01,4
"MO","o'fallon",2020-08-04,2
"MO","o'fallon",2020-08-05,4
"MO","o'fallon",2020-08-06,8
"MO","o'fallon",2020-08-07,4
"MO","o'fallon",2020-08-08,6
"MO","o'fallon",2020-08-10,1
"MO","o'fallon",2020-08-11,2
"MO","o'fallon",2020-08-12,2
"MO","o'fallon",2020-08-13,1
"MO","o'fallon",2020-08-14,4
"MO","o'fallon",2020-08-15,3
"MO","springfield",2020-06-26,1
"MO","springfield",2020-06-29,1
"MO","springfield",2020-06-30,1
"MO","springfield",2020-07-01,1
"MO","springfield",2020-07-02,2
"MO","springfield",2020-07-04,1
"MO","springfield",2020-07-07,2
"MO","springfield",2020-07-08,1
"MO","springfield",2020-07-10,2
"MO","springfield",2020-07-11,1
"MO","springfield",2020-07-13,3
"MO","springfield",2020-07-14,1
"MO","springfield",2020-07-15,6
"MO","springfield",2020-07-16,6
"MO","springfield",2020-07-20,3
"MO","springfield",2020-07-21,7
"MO","springfield",2020-07-22,5
"MO","springfield",2020-07-23,8
"MO","springfield",2020-07-24,7
"MO","springfield",2020-08-01,2
"MO","springfield",2020-08-05,5
"MO","springfield",2020-08-07,3
"MO","springfield",2020-08-08,4
"MO","springfield",2020-08-10,1
"MO","springfield",2020-08-11,3
"MO","springfield",2020-08-14,1
"MO","springfield",2020-08-15,1
"MO","springfield",2020-08-16,2
"MO","springfield",2020-08-17,2
"MO","st.+charles",2020-06-26,2
"MO","st.+charles",2020-06-27,1
"MO","st.+charles",2020-06-28,1
"MO","st.+charles",2020-07-01,3
"MO","st.+charles",2020-07-02,1
"MO","st.+charles",2020-07-03,5
"MO","st.+charles",2020-07-04,1
"MO","st.+charles",2020-07-06,2
"MO","st.+charles",2020-07-07,1
"MO","st.+charles",2020-07-08,4
"MO","st.+charles",2020-07-09,6
"MO","st.+charles",2020-07-10,4
"MO","st.+charles",2020-07-11,2
"MO","st.+charles",2020-07-12,1
"MO","st.+charles",2020-07-13,4
"MO","st.+charles",2020-07-14,5
"MO","st.+charles",2020-07-15,6
"MO","st.+charles",2020-07-16,2
"MO","st.+charles",2020-07-18,1
"MO","st.+charles",2020-07-19,1
"MO","st.+charles",2020-07-20,1
"MO","st.+charles",2020-07-21,2
"MO","st.+charles",2020-07-22,3
"MO","st.+charles",2020-07-23,2
"MO","st.+charles",2020-07-24,17
"MO","st.+charles",2020-07-25,16
"MO","st.+charles",2020-07-26,1
"MO","st.+charles",2020-07-27,2
"MO","st.+charles",2020-07-28,2
"MO","st.+charles",2020-07-29,3
"MO","st.+charles",2020-07-30,13
"MO","st.+charles",2020-07-31,7
"MO","st.+charles",2020-08-01,5
"MO","st.+charles",2020-08-03,2
"MO","st.+charles",2020-08-04,3
"MO","st.+charles",2020-08-05,7
"MO","st.+charles",2020-08-06,7
"MO","st.+charles",2020-08-07,6
"MO","st.+charles",2020-08-08,4
"MO","st.+charles",2020-08-10,1
"MO","st.+charles",2020-08-11,3
"MO","st.+charles",2020-08-12,2
"MO","st.+charles",2020-08-13,1
"MO","st.+charles",2020-08-14,2
"MO","st.+charles",2020-08-15,5
"MO","st.+joseph",2020-06-25,1
"MO","st.+joseph",2020-07-02,1
"MO","st.+joseph",2020-07-04,1
"MO","st.+joseph",2020-07-05,1
"MO","st.+joseph",2020-07-09,1
"MO","st.+joseph",2020-07-10,1
"MO","st.+joseph",2020-07-13,1
"MO","st.+joseph",2020-07-14,1
"MO","st.+joseph",2020-07-15,3
"MO","st.+joseph",2020-07-21,1
"MO","st.+joseph",2020-07-22,1
"MO","st.+joseph",2020-07-30,3
"MO","st.+joseph",2020-07-31,1
"MO","st.+joseph",2020-08-01,3
"MO","st.+joseph",2020-08-06,3
"MO","st.+joseph",2020-08-10,1
"MO","st.+joseph",2020-08-12,1
"MO","st.+joseph",2020-08-13,3
"MO","st.+joseph",2020-08-14,1
"MO","st.+joseph",2020-08-15,2
"MO","st.+louis",2020-06-26,2
"MO","st.+louis",2020-06-27,1
"MO","st.+louis",2020-06-28,1
"MO","st.+louis",2020-07-01,5
"MO","st.+louis",2020-07-03,7
"MO","st.+louis",2020-07-06,1
"MO","st.+louis",2020-07-07,2
"MO","st.+louis",2020-07-08,4
"MO","st.+louis",2020-07-09,5
"MO","st.+louis",2020-07-10,3
"MO","st.+louis",2020-07-11,3
"MO","st.+louis",2020-07-12,1
"MO","st.+louis",2020-07-13,5
"MO","st.+louis",2020-07-14,10
"MO","st.+louis",2020-07-15,10
"MO","st.+louis",2020-07-16,2
"MO","st.+louis",2020-07-17,4
"MO","st.+louis",2020-07-18,10
"MO","st.+louis",2020-07-19,1
"MO","st.+louis",2020-07-20,3
"MO","st.+louis",2020-07-21,2
"MO","st.+louis",2020-07-22,4
"MO","st.+louis",2020-07-23,2
"MO","st.+louis",2020-07-24,17
"MO","st.+louis",2020-07-25,15
"MO","st.+louis",2020-07-26,3
"MO","st.+louis",2020-07-27,1
"MO","st.+louis",2020-07-28,4
"MO","st.+louis",2020-07-29,8
"MO","st.+louis",2020-07-30,7
"MO","st.+louis",2020-07-31,8
"MO","st.+louis",2020-08-01,4
"MO","st.+louis",2020-08-03,4
"MO","st.+louis",2020-08-04,5
"MO","st.+louis",2020-08-05,5
"MO","st.+louis",2020-08-06,6
"MO","st.+louis",2020-08-07,8
"MO","st.+louis",2020-08-08,10
"MO","st.+louis",2020-08-10,1
"MO","st.+louis",2020-08-11,6
"MO","st.+louis",2020-08-12,7
"MO","st.+louis",2020-08-13,1
"MO","st.+louis",2020-08-14,7
"MO","st.+louis",2020-08-15,4
"MO","st.+louis",2020-08-16,1
"MO","st.+peters",2020-06-26,1
"MO","st.+peters",2020-06-27,1
"MO","st.+peters",2020-06-28,1
"MO","st.+peters",2020-06-30,1
"MO","st.+peters",2020-07-01,3
"MO","st.+peters",2020-07-05,1
"MO","st.+peters",2020-07-07,3
"MO","st.+peters",2020-07-08,6
"MO","st.+peters",2020-07-09,2
"MO","st.+peters",2020-07-10,4
"MO","st.+peters",2020-07-11,1
"MO","st.+peters",2020-07-13,4
"MO","st.+peters",2020-07-14,3
"MO","st.+peters",2020-07-15,6
"MO","st.+peters",2020-07-16,4
"MO","st.+peters",2020-07-17,1
"MO","st.+peters",2020-07-18,10
"MO","st.+peters",2020-07-20,1
"MO","st.+peters",2020-07-21,2
"MO","st.+peters",2020-07-22,6
"MO","st.+peters",2020-07-23,2
"MO","st.+peters",2020-07-24,8
"MO","st.+peters",2020-07-25,8
"MO","st.+peters",2020-07-26,2
"MO","st.+peters",2020-07-27,3
"MO","st.+peters",2020-07-29,1
"MO","st.+peters",2020-07-30,17
"MO","st.+peters",2020-07-31,7
"MO","st.+peters",2020-08-01,5
"MO","st.+peters",2020-08-04,3
"MO","st.+peters",2020-08-05,2
"MO","st.+peters",2020-08-06,7
"MO","st.+peters",2020-08-07,9
"MO","st.+peters",2020-08-08,2
"MO","st.+peters",2020-08-10,1
"MO","st.+peters",2020-08-11,5
"MO","st.+peters",2020-08-12,2
"MO","st.+peters",2020-08-13,1
"MO","st.+peters",2020-08-14,2
"MO","st.+peters",2020-08-15,5
"MO","st.+peters",2020-08-16,1
"MS","biloxi",2020-06-23,1
"MS","biloxi",2020-06-30,1
"MS","biloxi",2020-07-01,1
"MS","biloxi",2020-07-08,6
"MS","biloxi",2020-07-09,5
"MS","biloxi",2020-07-10,1
"MS","biloxi",2020-07-15,8
"MS","biloxi",2020-07-16,2
"MS","biloxi",2020-07-17,2
"MS","biloxi",2020-07-18,2
"MS","biloxi",2020-07-19,1
"MS","biloxi",2020-07-20,3
"MS","biloxi",2020-07-21,4
"MS","biloxi",2020-07-22,6
"MS","biloxi",2020-07-24,5
"MS","biloxi",2020-07-25,1
"MS","biloxi",2020-07-26,1
"MS","biloxi",2020-07-27,3
"MS","biloxi",2020-07-29,4
"MS","biloxi",2020-07-31,1
"MS","biloxi",2020-08-01,3
"MS","biloxi",2020-08-03,1
"MS","biloxi",2020-08-04,1
"MS","biloxi",2020-08-06,1
"MS","biloxi",2020-08-07,1
"MS","biloxi",2020-08-10,2
"MS","biloxi",2020-08-11,1
"MS","biloxi",2020-08-12,2
"MS","biloxi",2020-08-13,1
"MS","biloxi",2020-08-14,1
"MS","biloxi",2020-08-15,3
"MS","biloxi",2020-08-16,2
"MS","greenville",2020-07-02,1
"MS","greenville",2020-07-03,3
"MS","greenville",2020-07-23,2
"MS","greenville",2020-07-24,1
"MS","greenville",2020-07-30,3
"MS","greenville",2020-08-05,2
"MS","greenville",2020-08-06,1
"MS","gulfport",2020-06-23,1
"MS","gulfport",2020-06-25,1
"MS","gulfport",2020-07-08,4
"MS","gulfport",2020-07-09,3
"MS","gulfport",2020-07-15,8
"MS","gulfport",2020-07-16,5
"MS","gulfport",2020-07-17,4
"MS","gulfport",2020-07-21,4
"MS","gulfport",2020-07-22,6
"MS","gulfport",2020-07-23,3
"MS","gulfport",2020-07-24,4
"MS","gulfport",2020-07-25,1
"MS","gulfport",2020-07-26,1
"MS","gulfport",2020-07-29,3
"MS","gulfport",2020-07-31,1
"MS","gulfport",2020-08-01,3
"MS","gulfport",2020-08-03,1
"MS","gulfport",2020-08-04,1
"MS","gulfport",2020-08-05,2
"MS","gulfport",2020-08-06,1
"MS","gulfport",2020-08-07,2
"MS","gulfport",2020-08-10,2
"MS","gulfport",2020-08-11,1
"MS","gulfport",2020-08-12,2
"MS","gulfport",2020-08-13,1
"MS","gulfport",2020-08-14,1
"MS","gulfport",2020-08-15,2
"MS","gulfport",2020-08-16,2
"MS","hattiesburg",2020-07-14,1
"MS","hattiesburg",2020-07-15,1
"MS","hattiesburg",2020-07-16,4
"MS","hattiesburg",2020-07-17,1
"MS","hattiesburg",2020-07-21,5
"MS","hattiesburg",2020-07-22,2
"MS","hattiesburg",2020-07-27,2
"MS","hattiesburg",2020-07-30,5
"MS","hattiesburg",2020-07-31,4
"MS","hattiesburg",2020-08-04,2
"MS","hattiesburg",2020-08-05,5
"MS","hattiesburg",2020-08-06,1
"MS","hattiesburg",2020-08-12,2
"MS","hattiesburg",2020-08-14,2
"MS","horn+lake",2020-06-26,1
"MS","horn+lake",2020-06-29,1
"MS","horn+lake",2020-06-30,1
"MS","horn+lake",2020-07-01,2
"MS","horn+lake",2020-07-02,3
"MS","horn+lake",2020-07-06,1
"MS","horn+lake",2020-07-07,4
"MS","horn+lake",2020-07-08,8
"MS","horn+lake",2020-07-09,8
"MS","horn+lake",2020-07-10,5
"MS","horn+lake",2020-07-11,3
"MS","horn+lake",2020-07-12,1
"MS","horn+lake",2020-07-13,2
"MS","horn+lake",2020-07-14,3
"MS","horn+lake",2020-07-15,2
"MS","horn+lake",2020-07-16,16
"MS","horn+lake",2020-07-18,2
"MS","horn+lake",2020-07-19,2
"MS","horn+lake",2020-07-20,3
"MS","horn+lake",2020-07-21,20
"MS","horn+lake",2020-07-22,5
"MS","horn+lake",2020-07-23,4
"MS","horn+lake",2020-07-24,22
"MS","horn+lake",2020-07-25,6
"MS","horn+lake",2020-07-26,2
"MS","horn+lake",2020-07-27,3
"MS","horn+lake",2020-07-28,10
"MS","horn+lake",2020-07-29,7
"MS","horn+lake",2020-07-30,7
"MS","horn+lake",2020-08-01,7
"MS","horn+lake",2020-08-04,2
"MS","horn+lake",2020-08-05,7
"MS","horn+lake",2020-08-06,2
"MS","horn+lake",2020-08-07,5
"MS","horn+lake",2020-08-08,3
"MS","horn+lake",2020-08-10,3
"MS","horn+lake",2020-08-12,7
"MS","horn+lake",2020-08-13,5
"MS","horn+lake",2020-08-14,3
"MS","horn+lake",2020-08-15,5
"MS","jackson",2020-06-25,2
"MS","jackson",2020-06-26,1
"MS","jackson",2020-06-30,2
"MS","jackson",2020-07-03,1
"MS","jackson",2020-07-04,1
"MS","jackson",2020-07-06,1
"MS","jackson",2020-07-07,3
"MS","jackson",2020-07-08,6
"MS","jackson",2020-07-09,3
"MS","jackson",2020-07-10,3
"MS","jackson",2020-07-11,1
"MS","jackson",2020-07-14,2
"MS","jackson",2020-07-15,7
"MS","jackson",2020-07-16,7
"MS","jackson",2020-07-21,1
"MS","jackson",2020-07-22,12
"MS","jackson",2020-07-23,4
"MS","jackson",2020-07-24,8
"MS","jackson",2020-07-25,4
"MS","jackson",2020-07-29,1
"MS","jackson",2020-07-30,9
"MS","jackson",2020-07-31,2
"MS","jackson",2020-08-01,3
"MS","jackson",2020-08-02,1
"MS","jackson",2020-08-03,1
"MS","jackson",2020-08-04,3
"MS","jackson",2020-08-05,1
"MS","jackson",2020-08-06,3
"MS","jackson",2020-08-07,4
"MS","jackson",2020-08-08,3
"MS","jackson",2020-08-09,1
"MS","jackson",2020-08-10,2
"MS","jackson",2020-08-11,1
"MS","jackson",2020-08-15,1
"MS","meridian",2020-06-30,3
"MS","meridian",2020-07-01,1
"MS","meridian",2020-07-07,3
"MS","meridian",2020-07-08,2
"MS","meridian",2020-07-09,1
"MS","meridian",2020-07-21,2
"MS","meridian",2020-07-23,1
"MS","meridian",2020-07-24,3
"MS","meridian",2020-07-25,1
"MS","meridian",2020-07-31,1
"MS","meridian",2020-08-06,3
"MS","meridian",2020-08-08,2
"MS","olive+branch",2020-06-24,1
"MS","olive+branch",2020-06-26,2
"MS","olive+branch",2020-06-30,1
"MS","olive+branch",2020-07-01,2
"MS","olive+branch",2020-07-02,2
"MS","olive+branch",2020-07-07,2
"MS","olive+branch",2020-07-08,6
"MS","olive+branch",2020-07-09,7
"MS","olive+branch",2020-07-10,2
"MS","olive+branch",2020-07-11,3
"MS","olive+branch",2020-07-12,1
"MS","olive+branch",2020-07-14,3
"MS","olive+branch",2020-07-15,4
"MS","olive+branch",2020-07-16,15
"MS","olive+branch",2020-07-18,1
"MS","olive+branch",2020-07-19,1
"MS","olive+branch",2020-07-20,3
"MS","olive+branch",2020-07-21,22
"MS","olive+branch",2020-07-22,5
"MS","olive+branch",2020-07-23,4
"MS","olive+branch",2020-07-24,20
"MS","olive+branch",2020-07-25,7
"MS","olive+branch",2020-07-26,2
"MS","olive+branch",2020-07-27,4
"MS","olive+branch",2020-07-28,10
"MS","olive+branch",2020-07-29,7
"MS","olive+branch",2020-07-30,4
"MS","olive+branch",2020-07-31,1
"MS","olive+branch",2020-08-01,8
"MS","olive+branch",2020-08-04,1
"MS","olive+branch",2020-08-05,3
"MS","olive+branch",2020-08-07,4
"MS","olive+branch",2020-08-08,2
"MS","olive+branch",2020-08-10,3
"MS","olive+branch",2020-08-12,6
"MS","olive+branch",2020-08-13,5
"MS","olive+branch",2020-08-14,4
"MS","olive+branch",2020-08-15,5
"MS","southaven",2020-06-24,1
"MS","southaven",2020-06-26,1
"MS","southaven",2020-06-30,2
"MS","southaven",2020-07-01,2
"MS","southaven",2020-07-02,2
"MS","southaven",2020-07-04,1
"MS","southaven",2020-07-06,2
"MS","southaven",2020-07-07,4
"MS","southaven",2020-07-08,6
"MS","southaven",2020-07-09,6
"MS","southaven",2020-07-10,4
"MS","southaven",2020-07-11,2
"MS","southaven",2020-07-12,2
"MS","southaven",2020-07-14,4
"MS","southaven",2020-07-15,1
"MS","southaven",2020-07-16,19
"MS","southaven",2020-07-18,3
"MS","southaven",2020-07-19,2
"MS","southaven",2020-07-20,4
"MS","southaven",2020-07-21,19
"MS","southaven",2020-07-22,6
"MS","southaven",2020-07-23,3
"MS","southaven",2020-07-24,23
"MS","southaven",2020-07-25,6
"MS","southaven",2020-07-26,1
"MS","southaven",2020-07-27,2
"MS","southaven",2020-07-28,10
"MS","southaven",2020-07-29,4
"MS","southaven",2020-07-30,7
"MS","southaven",2020-07-31,2
"MS","southaven",2020-08-01,6
"MS","southaven",2020-08-04,2
"MS","southaven",2020-08-05,5
"MS","southaven",2020-08-06,2
"MS","southaven",2020-08-07,2
"MS","southaven",2020-08-08,4
"MS","southaven",2020-08-10,3
"MS","southaven",2020-08-11,1
"MS","southaven",2020-08-12,8
"MS","southaven",2020-08-13,6
"MS","southaven",2020-08-14,2
"MS","southaven",2020-08-15,3
"MS","tupelo",2020-06-29,1
"MS","tupelo",2020-06-30,1
"MS","tupelo",2020-07-06,1
"MS","tupelo",2020-07-07,4
"MS","tupelo",2020-07-08,2
"MS","tupelo",2020-07-09,1
"MS","tupelo",2020-07-15,3
"MS","tupelo",2020-07-16,1
"MS","tupelo",2020-07-21,2
"MS","tupelo",2020-07-23,1
"MS","tupelo",2020-07-24,2
"MS","tupelo",2020-07-28,3
"MS","tupelo",2020-08-05,2
"MS","tupelo",2020-08-06,1
"MT","anaconda-deer+lodge+county",2020-07-02,1
"MT","anaconda-deer+lodge+county",2020-07-10,3
"MT","anaconda-deer+lodge+county",2020-07-20,3
"MT","anaconda-deer+lodge+county",2020-07-21,2
"MT","anaconda-deer+lodge+county",2020-08-03,2
"MT","anaconda-deer+lodge+county",2020-08-04,3
"MT","anaconda-deer+lodge+county",2020-08-06,1
"MT","anaconda-deer+lodge+county",2020-08-15,1
"MT","belgrade",2020-07-08,1
"MT","belgrade",2020-07-11,1
"MT","belgrade",2020-07-15,1
"MT","belgrade",2020-07-16,5
"MT","belgrade",2020-07-21,5
"MT","belgrade",2020-07-22,6
"MT","belgrade",2020-07-23,2
"MT","belgrade",2020-07-25,2
"MT","belgrade",2020-07-26,1
"MT","belgrade",2020-08-06,2
"MT","belgrade",2020-08-07,3
"MT","belgrade",2020-08-12,1
"MT","belgrade",2020-08-15,1
"MT","billings",2020-06-29,1
"MT","billings",2020-06-30,1
"MT","billings",2020-07-14,4
"MT","billings",2020-07-15,1
"MT","billings",2020-07-16,1
"MT","billings",2020-07-22,5
"MT","billings",2020-07-28,1
"MT","billings",2020-07-31,4
"MT","billings",2020-08-04,1
"MT","billings",2020-08-06,4
"MT","billings",2020-08-14,2
"MT","billings",2020-08-15,2
"MT","bozeman",2020-07-08,1
"MT","bozeman",2020-07-11,1
"MT","bozeman",2020-07-15,1
"MT","bozeman",2020-07-16,5
"MT","bozeman",2020-07-21,5
"MT","bozeman",2020-07-22,6
"MT","bozeman",2020-07-23,2
"MT","bozeman",2020-07-25,2
"MT","bozeman",2020-07-26,1
"MT","bozeman",2020-07-31,1
"MT","bozeman",2020-08-06,2
"MT","bozeman",2020-08-07,3
"MT","bozeman",2020-08-12,1
"MT","bozeman",2020-08-15,1
"MT","butte",2020-07-02,2
"MT","butte",2020-07-03,1
"MT","butte",2020-07-20,3
"MT","butte",2020-07-21,2
"MT","butte",2020-07-29,3
"MT","butte",2020-07-31,1
"MT","butte",2020-08-06,1
"MT","butte",2020-08-14,1
"MT","butte",2020-08-15,1
"MT","great+falls",2020-07-10,3
"MT","great+falls",2020-07-17,2
"MT","great+falls",2020-07-21,2
"MT","great+falls",2020-08-06,2
"MT","great+falls",2020-08-10,1
"MT","great+falls",2020-08-11,1
"MT","great+falls",2020-08-15,3
"MT","havre",2020-07-31,4
"MT","havre",2020-08-06,1
"MT","helena",2020-07-06,1
"MT","helena",2020-07-07,2
"MT","helena",2020-07-08,2
"MT","helena",2020-07-09,1
"MT","helena",2020-07-15,4
"MT","helena",2020-08-06,3
"MT","helena",2020-08-08,2
"MT","helena",2020-08-10,1
"MT","helena",2020-08-12,1
"MT","helena",2020-08-15,1
"MT","kalispell",2020-07-10,3
"MT","kalispell",2020-07-20,4
"MT","kalispell",2020-07-21,1
"MT","kalispell",2020-07-30,3
"MT","kalispell",2020-07-31,1
"MT","kalispell",2020-08-06,1
"MT","kalispell",2020-08-15,1
"MT","missoula",2020-07-11,3
"MT","missoula",2020-07-15,1
"MT","missoula",2020-07-16,8
"MT","missoula",2020-07-17,3
"MT","missoula",2020-07-21,4
"MT","missoula",2020-07-22,9
"MT","missoula",2020-07-25,1
"MT","missoula",2020-07-29,3
"MT","missoula",2020-08-06,1
"MT","missoula",2020-08-12,1
"MT","missoula",2020-08-15,3
"MT","missoula",2020-08-17,1
"NC","cary",2020-06-23,1
"NC","cary",2020-06-30,1
"NC","cary",2020-07-01,2
"NC","cary",2020-07-02,1
"NC","cary",2020-07-06,3
"NC","cary",2020-07-07,5
"NC","cary",2020-07-08,3
"NC","cary",2020-07-09,3
"NC","cary",2020-07-11,5
"NC","cary",2020-07-12,1
"NC","cary",2020-07-13,3
"NC","cary",2020-07-14,5
"NC","cary",2020-07-15,4
"NC","cary",2020-07-16,3
"NC","cary",2020-07-17,9
"NC","cary",2020-07-18,5
"NC","cary",2020-07-19,1
"NC","cary",2020-07-20,4
"NC","cary",2020-07-21,6
"NC","cary",2020-07-22,4
"NC","cary",2020-07-23,10
"NC","cary",2020-07-24,3
"NC","cary",2020-07-25,2
"NC","cary",2020-07-27,3
"NC","cary",2020-07-28,4
"NC","cary",2020-07-29,13
"NC","cary",2020-07-30,8
"NC","cary",2020-07-31,3
"NC","cary",2020-08-01,3
"NC","cary",2020-08-03,2
"NC","cary",2020-08-04,4
"NC","cary",2020-08-05,4
"NC","cary",2020-08-06,2
"NC","cary",2020-08-07,6
"NC","cary",2020-08-08,3
"NC","cary",2020-08-10,4
"NC","cary",2020-08-11,2
"NC","cary",2020-08-12,5
"NC","cary",2020-08-14,10
"NC","cary",2020-08-15,2
"NC","cary",2020-08-16,1
"NC","cary",2020-08-17,2
"NC","charlotte",2020-06-23,2
"NC","charlotte",2020-06-24,1
"NC","charlotte",2020-06-25,1
"NC","charlotte",2020-06-29,1
"NC","charlotte",2020-06-30,1
"NC","charlotte",2020-07-03,2
"NC","charlotte",2020-07-06,1
"NC","charlotte",2020-07-07,1
"NC","charlotte",2020-07-09,2
"NC","charlotte",2020-07-10,1
"NC","charlotte",2020-07-12,1
"NC","charlotte",2020-07-13,1
"NC","charlotte",2020-07-14,2
"NC","charlotte",2020-07-15,3
"NC","charlotte",2020-07-16,5
"NC","charlotte",2020-07-17,4
"NC","charlotte",2020-07-18,7
"NC","charlotte",2020-07-20,6
"NC","charlotte",2020-07-21,21
"NC","charlotte",2020-07-22,25
"NC","charlotte",2020-07-23,6
"NC","charlotte",2020-07-24,6
"NC","charlotte",2020-07-25,9
"NC","charlotte",2020-07-26,6
"NC","charlotte",2020-07-27,1
"NC","charlotte",2020-07-28,8
"NC","charlotte",2020-07-29,5
"NC","charlotte",2020-07-30,7
"NC","charlotte",2020-07-31,4
"NC","charlotte",2020-08-01,7
"NC","charlotte",2020-08-03,6
"NC","charlotte",2020-08-04,3
"NC","charlotte",2020-08-06,2
"NC","charlotte",2020-08-07,8
"NC","charlotte",2020-08-08,3
"NC","charlotte",2020-08-10,4
"NC","charlotte",2020-08-12,3
"NC","charlotte",2020-08-13,3
"NC","charlotte",2020-08-14,11
"NC","charlotte",2020-08-15,5
"NC","charlotte",2020-08-16,1
"NC","concord",2020-06-23,1
"NC","concord",2020-06-25,1
"NC","concord",2020-07-01,2
"NC","concord",2020-07-03,2
"NC","concord",2020-07-06,1
"NC","concord",2020-07-07,1
"NC","concord",2020-07-09,1
"NC","concord",2020-07-10,2
"NC","concord",2020-07-12,1
"NC","concord",2020-07-13,1
"NC","concord",2020-07-14,2
"NC","concord",2020-07-15,7
"NC","concord",2020-07-16,2
"NC","concord",2020-07-17,9
"NC","concord",2020-07-18,7
"NC","concord",2020-07-20,5
"NC","concord",2020-07-21,20
"NC","concord",2020-07-22,19
"NC","concord",2020-07-23,5
"NC","concord",2020-07-24,7
"NC","concord",2020-07-25,5
"NC","concord",2020-07-26,5
"NC","concord",2020-07-27,1
"NC","concord",2020-07-28,10
"NC","concord",2020-07-29,4
"NC","concord",2020-07-30,8
"NC","concord",2020-07-31,2
"NC","concord",2020-08-01,8
"NC","concord",2020-08-03,8
"NC","concord",2020-08-04,4
"NC","concord",2020-08-05,8
"NC","concord",2020-08-06,3
"NC","concord",2020-08-07,10
"NC","concord",2020-08-08,2
"NC","concord",2020-08-10,7
"NC","concord",2020-08-11,1
"NC","concord",2020-08-12,3
"NC","concord",2020-08-13,3
"NC","concord",2020-08-14,14
"NC","concord",2020-08-15,3
"NC","concord",2020-08-17,3
"NC","durham",2020-06-23,2
"NC","durham",2020-06-25,1
"NC","durham",2020-06-30,2
"NC","durham",2020-07-01,1
"NC","durham",2020-07-02,1
"NC","durham",2020-07-06,3
"NC","durham",2020-07-07,3
"NC","durham",2020-07-08,2
"NC","durham",2020-07-09,5
"NC","durham",2020-07-10,2
"NC","durham",2020-07-11,2
"NC","durham",2020-07-12,2
"NC","durham",2020-07-13,1
"NC","durham",2020-07-14,4
