"","stateAbbreviation","state","Reciprocity","ReciprocityDetails","proofOtherOrAllStateLicense","stateResidencyProof","passportSizePhoto","driversLicensePhotoCopy","nameChangeProof","socialSecurityCopy","Hours","HourBreakdowns","MBLEX_or_NCBTMB","goodHealthClearance","BoardBackgroundCheckFee","stateApplyingBackgroundCheck","DOJ_backgroundCheck","applicationCost","licensingCost","licenseRenewalFee","CPR_certification","licensingETA","healthReferences","CEU","timeLicenseValidYears","liabilityInsurance","schoolTranscripts","MBLEX_transcript","LMT_AvgJobsListed_IndeedFirst5pages","LMT_HourlyAvgPayRangeAdvertised_Indeed","LMT_AnualAvgPayAdvertised_Indeed","Zillow_2BR_10cityAverageHomeValue","median2018IncomeByState","total_state_population","percent_black","percent_white","percent_two_or_more","percent_Native_American","percent_Asian","percent_Pacific_Islander","percent_Latino","cashier_jobsListed","cashier_avgHourly","cashier_avgAnnualSalary","remote_jobsListed","remote_avgHourly","remote_avgAnnualSalary","personalTrainer_jobsListed","personalTrainer_avgHourly","personalTrainer_avgAnnualSalary","houseCleaner_jobsListed","houseCleaner_avgHourly","houseCleaner_avgAnnualSalary","warehouse_jobsListed","warehouse_avgHourly","warehouse_avgAnnualSalary","security_jobsListed","security_avgHourly","security_avgAnnualSalary","nanny_jobsListed","nanny_avgHourly","nanny_avgAnnualSalary","clerical_jobsListed","clerical_avgHourly","clerical_avgAnnualSalary","tutor_jobsListed","tutor_avgHourly","tutor_avgAnnualSalary","personal_assistant_jobsListed","personal_assistant_avgHourly","personal_assistant_avgAnualSalary","dataScientist_jobsListed","dataScientist_avgHourly","dataScientist_avgAnualSalary","personalAssistant jobsListed","personalAssistant avgHourly","personalAssistant avgAnualSalary","chiropractor jobsListed","chiropractor avgHourly","chiropractor avgAnualSalary","physicalTherapist jobsListed","physicalTherapist avgHourly","physicalTherapist avgAnualSalary","esthetician jobsListed","esthetician avgHourly","esthetician avgAnualSalary","medicalSpaEsthetician jobsListed","medicalSpaEsthetician avgHourly","medicalSpaEsthetician avgAnualSalary","medicalDoctor jobsListed","medicalDoctor avgHourly","medicalDoctor avgAnualSalary","pilatesInstructor jobsListed","pilatesInstructor avgHourly","pilatesInstructor avgAnualSalary","chiropractor_businessListings","wellness.clinic_businessListings","massage.spa_businessListings","yoga_businessListings","gym_businessListings","coffee_businessListings","health.food_businessListings","hair.salon_businessListings","tanning_businessListings","TwoBedroomApartment_Listings _10cities","Rent2BR2BA_MinPrice _10cities","Rent2BR2BA_MaxPrice _10cities","Rent2BR2BA_AvgPrice _10cities","jail.or.prison_businessListings","collsion_businessListings","university.or.college_businessListings"
"1","AK","Alaska",
