"birmingham","al","nanny","Part-time Nanny for 3 Children","Gardendale, AL 35071","10","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 1 Child","Pinson, AL 35126","18","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 5 Children","Birmingham, AL 35215","30","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Part-time Nanny for 3 Children","Gardendale, AL 35071","10","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 1 Child","Pinson, AL 35126","18","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 5 Children","Birmingham, AL 35215","30","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Part-time Nanny for 3 Children","Gardendale, AL 35071","10","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 1 Child","Pinson, AL 35126","18","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 5 Children","Birmingham, AL 35215","30","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 1 Child","Pinson, AL 35126","18","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 2 Children","Helena, AL 35080","30","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 5 Children","Birmingham, AL 35215","30","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Part-time Nanny for 3 Children","Gardendale, AL 35071","10","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 1 Child","Pinson, AL 35126","18","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 2 Children","Helena, AL 35080","30","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Full-time Nanny for 5 Children","Birmingham, AL 35215","30","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"birmingham","al","nanny","Part-time Nanny for 3 Children","Gardendale, AL 35071","10","Tue Jul 28 06:41:22 2020",12,12,"NA","NA"
"huntsville","al","nanny","Full-time Nanny for 2 Children","Big Cove, AL 35763","13","Tue Jul 28 06:41:27 2020",10,20,"NA","NA"
